p_id,p_hour,fcount
1,00,7
2,11,1
3,12,56
4,09,232
5,09,8
6,08,14
7,08,280
8,07,3
9,08,28
10,08,116
11,09,30
12,12,11
13,08,224
14,09,152
15,10,37
16,12,48
17,09,233
18,12,128
19,07,26
20,08,79
21,12,66
22,08,83
23,12,29
24,08,72
25,08,150
26,08,57
27,08,3
28,07,64
29,12,41
30,01,2
31,09,17
32,08,80
33,09,160
34,08,25
35,07,173
36,00,250
37,08,238
38,08,29
39,08,261
40,09,94
41,08,197
42,08,282
43,12,108
44,10,7
45,09,73
46,10,5
47,08,103
48,08,525
49,08,267
50,08,323
51,08,84
52,10,53
53,12,43
54,09,34
55,12,51
56,09,97
57,04,7
58,08,9
59,08,9
60,08,76
61,07,394
62,08,99
63,08,101
64,08,25
65,08,136
66,08,129
67,08,64
68,08,325
69,09,170
70,09,83
71,08,117
72,08,190
73,08,41
74,09,249
75,09,222
76,08,270
77,07,74
78,08,128
79,08,470
80,00,216
81,08,86
82,08,153
83,09,54
84,09,10
85,08,86
86,07,33
87,08,217
88,12,58
89,08,199
90,08,262
91,07,143
92,12,110
93,12,11
94,07,46
95,08,134
96,09,10
97,08,193
98,09,33
99,07,2
100,11,197
101,08,26
102,08,78
103,00,0
104,00,0
105,00,0
106,00,100
107,08,372
108,09,43
109,09,16
110,05,1
111,08,4
112,08,259
113,08,209
114,00,196
115,07,24
116,08,155
117,08,33
118,08,20
119,08,126
120,11,16
121,10,60
122,09,36
123,11,34
124,08,43
125,09,112
126,10,66
127,08,85
128,12,9
129,08,213
130,12,139
131,08,43
132,00,637
133,09,60
134,09,57
135,09,43
136,08,73
137,08,373
138,00,491
139,08,51
140,08,346
141,08,314
142,08,265
143,08,356
144,12,164
145,09,152
146,11,75
147,08,79
148,00,264
149,11,37
150,11,23
151,08,174
152,08,78
153,09,20
154,08,3
155,08,70
156,12,30
157,08,83
158,09,224
159,08,125
160,07,72
161,12,346
162,12,198
163,12,166
164,12,263
165,08,45
166,12,147
167,08,134
168,09,152
169,08,163
170,08,339
171,08,62
172,12,12
173,07,63
174,08,112
175,11,29
176,08,9
177,07,140
178,09,20
179,08,110
180,08,38
181,09,270
182,08,95
183,08,32
184,01,7
185,08,88
186,12,170
187,10,19
188,08,229
189,09,96
190,12,25
191,07,63
192,09,48
193,09,45
194,11,4
195,12,54
196,08,52
197,08,119
198,08,173
199,00,0
200,08,44
201,11,10
202,08,19
203,08,44
204,09,12
205,08,109
206,07,52
207,10,1
208,08,78
209,08,64
210,08,77
211,09,155
212,09,66
213,08,163
214,10,19
215,07,97
216,08,160
217,09,24
218,08,61
219,08,52
220,08,90
221,07,36
222,08,43
223,08,182
224,09,196
225,08,271
226,08,174
227,08,51
228,11,96
229,08,260
230,00,295
231,08,319
232,08,244
233,08,289
234,12,336
235,08,168
236,08,334
237,12,279
238,09,284
239,08,300
240,12,23
241,08,113
242,12,96
243,08,161
244,08,220
245,07,21
246,08,398
247,08,130
248,08,76
249,08,268
250,08,69
251,06,14
252,11,44
253,00,1
254,08,124
255,00,328
256,09,202
257,09,62
258,09,97
259,08,108
260,09,96
261,08,91
262,08,382
263,08,299
