p_id,p_hour,ycount
1,00,0
2,00,0
3,02,1
4,01,183
5,00,0
6,00,0
7,04,80
8,10,2
9,02,1
10,01,2
11,04,2
12,12,24
13,11,281
14,01,4
15,00,0
16,02,4
17,01,33
18,02,2
19,00,0
20,01,1
21,04,1
22,00,1
23,00,0
24,09,81
25,00,63
26,05,1
27,00,0
28,08,5
29,11,2
30,00,0
31,00,0
32,03,1
33,00,40
34,00,4
35,02,2
36,02,48
37,03,70
38,06,1
39,03,1
40,00,27
41,09,87
42,00,35
43,12,518
44,00,0
45,01,77
46,00,0
47,00,1
48,00,869
49,01,40
50,10,353
51,02,1
52,09,23
53,00,0
54,01,3
55,11,1
56,04,4
57,00,0
58,00,0
59,00,0
60,02,1
61,00,23
62,00,9
63,05,1
64,04,1
65,10,53
66,01,15
67,04,3
68,02,776
69,01,3
70,08,6
71,00,1
72,04,1
73,04,1
74,09,121
75,08,203
76,08,3
77,00,1
78,00,2
79,02,2046
80,01,100
81,01,1
82,01,14
83,04,10
84,00,0
85,01,6
86,00,0
87,00,214
88,00,94
89,00,5
90,00,479
91,04,3
92,03,4
93,09,5
94,06,1
95,00,10
96,03,1
97,00,63
98,00,2
99,00,0
100,12,347
101,00,1
102,05,1
103,00,0
104,00,0
105,00,0
106,00,14
107,00,711
108,11,1
109,00,0
110,00,0
111,00,0
112,01,60
113,12,416
114,01,836
115,00,0
116,00,36
117,00,0
118,00,0
119,02,1
120,00,0
121,02,2
122,00,0
123,01,2
124,05,2
125,00,154
126,03,1
127,01,5
128,00,0
129,04,30
130,11,5
131,04,2
132,00,323
133,00,7
134,06,3
135,04,1
136,03,1
137,00,385
138,10,436
139,00,0
140,12,331
141,10,556
142,12,608
143,09,293
144,00,483
145,00,58
146,03,26
147,00,0
148,02,1472
149,03,1
150,01,1
151,10,216
152,10,21
153,00,1
154,00,0
155,00,0
156,11,3
157,00,3
158,01,586
159,00,2
160,00,3
161,12,613
162,11,572
163,12,487
164,00,632
165,03,1
166,12,114
167,11,2
168,03,10
169,00,0
170,00,688
171,02,1
172,00,0
173,04,4
174,02,1
175,00,1
176,00,0
177,05,2
178,00,0
179,09,27
180,10,2
181,01,85
182,02,1
183,00,0
184,00,0
185,02,2
186,11,762
187,00,0
188,02,13
189,01,28
190,00,3
191,08,1
192,05,1
193,07,12
194,10,5
195,12,47
196,08,6
197,05,3
198,01,6
199,00,0
200,05,1
201,00,0
202,00,6
203,00,0
204,00,0
205,01,1
206,00,0
207,08,1
208,03,2
209,00,53
210,01,1
211,12,271
212,04,1
213,01,1
214,00,0
215,11,2
216,01,1
217,00,9
218,06,1
219,00,2
220,01,2
221,00,0
222,05,1
223,02,31
224,11,129
225,01,25
226,08,48
227,01,1
228,01,8
229,12,369
230,00,704
231,12,500
232,00,108
233,12,259
234,12,706
235,06,2
236,11,912
237,11,877
238,10,433
239,12,586
240,02,1
241,04,1
242,02,2
243,00,10
244,00,26
245,00,0
246,00,343
247,01,9
248,01,1
249,01,1024
250,00,0
251,00,0
252,03,1
253,00,0
254,05,1
255,01,217
256,00,175
257,00,5
258,08,2
259,00,0
260,08,26
261,12,205
262,10,384
263,10,468
