p_id,p_hour,ycount
1,09,1
2,00,0
3,00,0
4,08,35
5,12,1
6,00,0
7,07,34
8,00,0
9,04,1
10,07,6
11,09,1
12,10,12
13,08,134
14,11,2
15,07,1
16,12,2
17,03,4
18,05,1
19,08,1
20,00,0
21,00,0
22,09,2
23,00,0
24,09,49
25,06,19
26,07,2
27,00,0
28,12,4
29,10,1
30,00,0
31,00,0
32,06,1
33,08,15
34,00,1
35,06,3
36,03,4
37,00,5
38,10,2
39,08,4
40,08,16
41,08,52
42,06,34
43,12,243
44,00,0
45,12,32
46,00,0
47,07,1
48,06,491
49,06,4
50,12,138
51,05,1
52,07,17
53,11,1
54,02,1
55,06,1
56,05,1
57,00,0
58,00,0
59,00,0
60,00,0
61,10,11
62,10,2
63,09,1
64,10,1
65,07,20
66,07,6
67,07,1
68,12,258
69,04,1
70,12,4
71,12,2
72,06,2
73,00,0
74,08,72
75,08,140
76,09,3
77,09,2
78,04,1
79,00,265
80,00,8
81,07,1
82,01,7
83,05,3
84,00,0
85,07,1
86,08,1
87,10,92
88,12,51
89,00,3
90,11,203
91,07,3
92,01,1
93,11,4
94,00,0
95,07,5
96,00,0
97,10,14
98,12,1
99,00,0
100,06,343
101,00,0
102,00,1
103,00,0
104,00,0
105,00,0
106,00,2
107,12,290
108,11,1
109,00,0
110,00,0
111,12,1
112,00,5
113,11,184
114,00,140
115,00,0
116,07,19
117,11,1
118,00,0
119,00,1
120,00,0
121,08,1
122,00,0
123,08,1
124,06,3
125,11,66
126,09,2
127,00,2
128,00,0
129,03,11
130,11,6
131,07,2
132,00,349
133,01,2
134,08,1
135,05,2
136,07,1
137,08,230
138,12,398
139,06,1
140,11,320
141,08,343
142,12,398
143,08,202
144,12,100
145,00,10
146,09,16
147,05,1
148,00,186
149,11,1
150,11,1
151,09,135
152,08,15
153,10,1
154,00,0
155,02,1
156,00,0
157,01,2
158,00,119
159,00,1
160,07,1
161,12,660
162,11,518
163,12,436
164,12,293
165,07,1
166,09,65
167,03,1
168,06,4
169,06,1
170,12,474
171,00,0
172,00,0
173,04,2
174,09,1
175,07,1
176,00,0
177,01,2
178,06,1
179,07,10
180,00,1
181,10,11
182,05,1
183,05,1
184,00,0
185,06,1
186,06,592
187,00,0
188,09,3
189,00,5
190,10,5
191,09,3
192,00,0
193,06,14
194,06,1
195,09,12
196,11,3
197,01,1
198,11,3
199,00,0
200,07,1
201,00,0
202,08,1
203,01,1
204,00,0
205,09,4
206,00,0
207,11,1
208,00,0
209,12,28
210,06,1
211,12,75
212,10,2
213,09,2
214,00,0
215,08,3
216,08,3
217,08,2
218,08,2
219,04,1
220,06,1
221,10,1
222,07,2
223,06,10
224,08,87
225,12,3
226,06,43
227,12,1
228,06,2
229,08,289
230,11,434
231,10,181
232,12,19
233,09,236
234,12,364
235,00,1
236,12,537
237,11,536
238,12,290
239,12,419
240,00,0
241,09,1
242,05,1
243,07,3
244,09,16
245,00,0
246,11,133
247,04,3
248,00,1
249,00,190
250,00,1
251,00,0
252,08,1
253,01,1
254,09,1
255,00,19
256,02,14
257,06,2
258,06,1
259,06,1
260,06,28
261,12,118
262,09,266
263,08,254
