p_id,p_hour,sum
1,00,0
2,00,0
3,08,2
4,09,84
5,00,0
6,00,0
7,00,153
8,05,2
9,00,0
10,07,10
11,07,2
12,11,18
13,08,429
14,07,5
15,08,1
16,07,2
17,00,58
18,09,10
19,06,1
20,11,8
21,02,1
22,00,3
23,00,0
24,08,104
25,00,91
26,12,3
27,00,0
28,09,6
29,11,3
30,00,0
31,09,3
32,07,2
33,09,123
34,12,4
35,08,3
36,00,34
37,00,51
38,00,0
39,10,4
40,08,87
41,08,254
42,08,204
43,11,373
44,00,0
45,12,67
46,00,0
47,00,5
48,07,712
49,00,60
50,08,344
51,11,1
52,08,95
53,08,1
54,08,8
55,07,6
56,08,8
57,00,0
58,00,0
59,09,1
60,11,4
61,00,60
62,08,9
63,09,2
64,00,0
65,08,84
66,08,82
67,00,2
68,09,501
69,12,16
70,11,12
71,08,2
72,06,2
73,11,1
74,08,306
75,08,358
76,00,5
77,01,1
78,11,12
79,00,988
80,00,82
81,08,1
82,01,85
83,00,14
84,00,0
85,00,8
86,00,2
87,08,188
88,12,102
89,00,23
90,09,410
91,00,3
92,00,29
93,00,6
94,12,4
95,00,60
96,00,0
97,08,74
98,00,0
99,00,0
100,09,542
101,11,1
102,01,2
103,00,0
104,00,0
105,00,0
106,00,16
107,08,636
108,01,1
109,00,0
110,00,0
111,00,0
112,00,59
113,09,455
114,00,370
115,00,0
116,08,113
117,00,0
118,00,0
119,11,8
120,12,2
121,09,3
122,00,0
123,08,2
124,11,1
125,12,156
126,11,8
127,09,15
128,02,1
129,00,90
130,01,25
131,08,2
132,00,463
133,08,6
134,10,17
135,10,3
136,10,7
137,08,373
138,10,803
139,00,0
140,08,749
141,07,665
142,11,625
143,09,294
144,00,253
145,08,60
146,00,30
147,06,5
148,00,453
149,04,1
150,01,2
151,08,229
152,09,40
153,09,5
154,12,1
155,00,1
156,09,2
157,10,3
158,00,360
159,12,21
160,02,1
161,12,1041
162,08,896
163,12,709
164,12,553
165,00,2
166,08,211
167,08,17
168,00,19
169,07,10
170,08,1000
171,02,1
172,00,0
173,01,14
174,09,13
175,06,1
176,00,0
177,00,6
178,08,1
179,08,34
180,10,2
181,00,115
182,06,10
183,11,3
184,08,5
185,11,7
186,07,968
187,00,0
188,08,22
189,00,37
190,00,4
191,06,2
192,11,5
193,07,16
194,09,3
195,00,5
196,11,18
197,07,6
198,00,2
199,00,0
200,12,2
201,00,0
202,07,3
203,00,0
204,00,0
205,00,1
206,00,0
207,09,1
208,06,2
209,09,41
210,08,11
211,12,206
212,07,6
213,10,7
214,00,0
215,11,3
216,04,4
217,00,9
218,00,0
219,00,3
220,08,6
221,00,0
222,07,1
223,08,68
224,07,117
225,09,14
226,08,92
227,04,2
228,00,18
229,08,656
230,00,730
231,09,482
232,00,51
233,08,435
234,00,777
235,10,6
236,08,1089
237,08,1280
238,08,475
239,12,538
240,07,1
241,07,5
242,12,9
243,11,37
244,09,95
245,00,0
246,12,383
247,00,26
248,09,8
249,00,440
250,08,6
251,00,0
252,00,0
253,00,0
254,08,1
255,00,282
256,00,168
257,00,6
258,00,3
259,12,1
260,08,55
261,11,127
262,07,560
263,07,511
