p_id,p_hour,sum
1,00,7
2,00,0
3,08,71
4,08,295
5,10,11
6,08,12
7,08,376
8,06,4
9,09,36
10,07,120
11,08,60
12,12,20
13,08,488
14,08,190
15,08,30
16,08,70
17,09,259
18,08,151
19,07,26
20,09,79
21,08,116
22,08,168
23,09,29
24,08,153
25,09,219
26,10,224
27,00,1
28,08,87
29,09,74
30,00,2
31,09,20
32,08,83
33,08,256
34,10,23
35,08,240
36,00,189
37,00,248
38,08,26
39,07,322
40,08,143
41,08,414
42,08,419
43,08,371
44,07,6
45,09,110
46,12,4
47,08,111
48,08,1055
49,09,274
50,08,472
51,09,93
52,07,97
53,08,42
54,09,41
55,08,93
56,08,133
57,04,5
58,08,14
59,08,9
60,07,82
61,08,475
62,08,159
63,08,127
64,08,28
65,09,163
66,08,174
67,08,79
68,09,760
69,08,177
70,08,106
71,08,189
72,08,239
73,08,48
74,08,507
75,08,517
76,07,369
77,08,115
78,08,135
79,08,803
80,08,204
81,08,129
82,08,192
83,08,69
84,07,11
85,07,117
86,08,46
87,08,282
88,12,110
89,08,287
90,08,622
91,07,212
92,00,136
93,11,19
94,08,69
95,08,254
96,07,9
97,08,228
98,08,36
99,11,2
100,06,571
101,08,29
102,08,103
103,00,0
104,00,0
105,01,1
106,08,61
107,08,867
108,08,73
109,00,14
110,00,0
111,08,6
112,08,319
113,08,476
114,08,241
115,08,28
116,08,210
117,07,24
118,12,19
119,08,142
120,11,19
121,08,97
122,07,37
123,09,148
124,08,51
125,08,180
126,08,74
127,00,112
128,08,8
129,07,287
130,08,178
131,08,65
132,00,1011
133,08,100
134,09,90
135,08,91
136,08,93
137,08,644
138,10,1394
139,08,48
140,08,858
141,07,895
142,08,822
143,08,786
144,09,249
145,08,218
146,08,88
147,08,78
148,00,312
149,08,119
150,12,64
151,08,404
152,08,106
153,09,17
154,07,3
155,08,122
156,08,43
157,08,120
158,08,454
159,07,141
160,08,87
161,12,1003
162,09,771
163,12,639
164,12,543
165,09,162
166,12,354
167,08,166
168,08,195
169,08,168
170,08,1031
171,08,77
172,11,13
173,07,80
174,08,130
175,12,36
176,08,12
177,07,168
178,09,81
179,09,136
180,07,50
181,09,338
182,08,100
183,08,33
184,01,5
185,08,99
186,07,892
187,08,25
188,08,258
189,08,111
190,08,19
191,08,97
192,07,51
193,07,68
194,09,4
195,09,48
196,12,72
197,08,164
198,07,200
199,00,0
200,08,79
201,07,8
202,08,17
203,08,60
204,09,7
205,08,121
206,08,87
207,10,1
208,08,95
209,08,87
210,08,134
211,12,211
212,08,87
213,08,167
214,09,19
215,07,121
216,08,232
217,10,62
218,08,84
219,08,68
220,08,119
221,08,51
222,07,69
223,08,240
224,08,266
225,07,286
226,08,266
227,08,83
228,08,107
229,08,795
230,12,581
231,08,700
232,08,264
233,08,547
234,08,679
235,08,190
236,08,1484
237,08,1247
238,08,914
239,08,890
240,08,29
241,08,146
242,12,114
243,08,198
244,08,323
245,08,25
246,08,633
247,12,119
248,07,81
249,08,613
250,08,74
251,08,16
252,08,46
253,12,4
254,08,175
255,00,266
256,08,207
257,08,70
258,08,118
259,09,96
260,08,132
261,12,174
262,08,801
263,08,737
