p_id,p_hour,gcount
1,00,0
2,00,0
3,10,4
4,00,0
5,00,0
6,00,0
7,00,103
8,00,0
9,00,0
10,07,2
11,08,1
12,00,0
13,00,0
14,10,4
15,00,0
16,00,0
17,03,13
18,05,2
19,09,1
20,00,3
21,12,3
22,11,2
23,00,0
24,12,8
25,00,71
26,12,3
27,10,1
28,12,2
29,11,2
30,00,0
31,10,1
32,09,3
33,11,37
34,03,1
35,09,11
36,04,47
37,04,13
38,12,3
39,10,8
40,00,16
41,10,84
42,11,65
43,11,8
44,00,0
45,00,0
46,00,0
47,12,4
48,12,1
49,00,23
50,00,0
51,09,6
52,12,14
53,12,1
54,12,2
55,09,9
56,09,4
57,05,1
58,00,0
59,00,0
60,01,2
61,11,23
62,12,6
63,11,2
64,00,0
65,12,37
66,12,20
67,04,1
68,00,0
69,10,5
70,12,4
71,10,6
72,11,8
73,11,2
74,12,90
75,12,61
76,09,11
77,08,4
78,09,8
79,05,1
80,03,48
81,08,2
82,03,67
83,00,11
84,00,0
85,12,4
86,10,1
87,00,0
88,00,0
89,09,10
90,00,1
91,07,4
92,03,12
93,12,2
94,00,1
95,00,40
96,00,0
97,00,50
98,09,1
99,00,0
100,00,0
101,00,0
102,10,3
103,00,0
104,00,0
105,00,0
106,00,19
107,00,0
108,10,5
109,00,0
110,00,0
111,00,0
112,01,59
113,04,1
114,00,0
115,00,0
116,11,34
117,10,2
118,00,0
119,01,3
120,04,1
121,09,1
122,12,1
123,08,1
124,08,1
125,00,0
126,00,1
127,03,14
128,07,1
129,04,79
130,00,23
131,12,2
132,00,0
133,01,2
134,01,10
135,12,4
136,03,3
137,00,0
138,01,1
139,08,1
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,12,25
146,03,8
147,10,3
148,00,0
149,10,1
150,08,1
151,00,0
152,11,15
153,09,1
154,01,1
155,10,2
156,00,0
157,03,2
158,00,0
159,10,7
160,05,2
161,00,0
162,00,0
163,00,0
164,05,1
165,01,3
166,12,46
167,10,5
168,01,10
169,11,4
170,00,0
171,03,2
172,00,0
173,09,8
174,11,2
175,10,1
176,00,0
177,09,6
178,09,2
179,01,15
180,00,0
181,00,92
182,11,5
183,01,1
184,00,0
185,09,4
186,06,1
187,00,0
188,08,6
189,00,6
190,11,2
191,11,3
192,10,1
193,12,4
194,07,1
195,01,7
196,12,7
197,00,2
198,05,2
199,00,0
200,12,2
201,00,1
202,00,0
203,00,0
204,00,0
205,12,2
206,00,0
207,00,0
208,01,3
209,06,1
210,12,7
211,11,1
212,01,4
213,09,5
214,00,0
215,11,4
216,10,2
217,01,3
218,10,3
219,09,2
220,08,4
221,00,0
222,10,7
223,00,30
224,00,0
225,10,15
226,01,16
227,03,2
228,12,6
229,00,0
230,00,1
231,00,0
232,00,0
233,00,0
234,00,0
235,05,4
236,08,5
237,00,0
238,00,0
239,09,2
240,07,1
241,01,2
242,00,3
243,01,9
244,09,27
245,00,0
246,00,0
247,00,5
248,11,3
249,10,1
250,12,3
251,00,0
252,08,1
253,00,0
254,09,6
255,01,193
256,03,115
257,03,1
258,11,2
259,10,2
260,03,36
261,00,0
262,00,0
263,11,2
