p_id,ycount,gcount,hfcount,fcount,sum
1,0,0,0,27,27
2,0,0,0,0,0
3,1,5,0,369,375
4,177,0,0,1106,1283
5,0,1,0,113,114
6,3,0,0,106,109
7,272,265,0,3245,3782
8,0,0,0,14,14
9,2,0,0,207,209
10,18,9,0,571,598
11,1,3,0,217,221
12,35,0,0,32,67
13,381,0,0,648,1029
14,7,10,0,1656,1673
15,0,1,0,178,179
16,8,2,0,1603,1613
17,31,39,0,2402,2472
18,2,5,0,970,977
19,2,3,0,196,201
20,0,7,0,535,542
21,5,8,0,506,519
22,2,8,0,645,655
23,2,0,0,288,290
24,280,18,0,450,748
25,52,72,0,1143,1267
26,3,17,0,1070,1090
27,0,0,0,15,15
28,11,7,0,402,420
29,2,8,0,305,315
30,0,0,0,13,13
31,0,0,0,97,97
32,1,3,0,471,475
33,48,77,0,830,955
34,0,1,0,64,65
35,10,25,0,1218,1253
36,20,44,0,2332,2396
37,16,19,0,2733,2768
38,1,4,0,190,195
39,7,10,0,1411,1428
40,22,16,0,523,561
41,392,309,0,1588,2289
42,158,189,0,2167,2514
43,709,33,0,338,1080
44,0,0,0,280,280
45,136,0,0,591,727
46,0,0,0,35,35
47,3,11,0,624,638
48,2902,2,0,3589,6493
49,14,41,0,1478,1533
50,718,0,0,1605,2323
51,6,16,0,658,680
52,41,27,0,222,290
53,2,0,0,404,406
54,4,3,0,146,153
55,2,24,0,373,399
56,6,18,0,644,668
57,0,1,0,35,36
58,0,0,0,57,57
59,0,0,0,35,35
60,2,7,0,418,427
61,36,53,0,3473,3562
62,7,17,0,862,886
63,1,2,0,588,591
64,0,0,0,161,161
65,73,49,0,1061,1183
66,19,32,0,502,553
67,6,0,0,327,333
68,2152,0,0,2621,4773
69,11,20,0,1171,1202
70,19,5,0,532,556
71,4,11,0,876,891
72,6,19,0,1162,1187
73,0,1,0,220,221
74,416,270,0,1570,2256
75,728,205,0,1544,2477
76,6,32,0,1950,1988
77,2,9,0,534,545
78,3,11,0,721,735
79,2442,0,0,4059,6501
80,28,47,0,1863,1938
81,2,8,0,535,545
82,71,251,0,1663,1985
83,21,37,0,529,587
84,0,0,0,264,264
85,8,6,0,614,628
86,1,2,0,277,280
87,346,0,0,1116,1462
88,131,0,0,263,394
89,14,20,0,1815,1849
90,1173,0,0,1357,2530
91,4,18,0,998,1020
92,9,41,0,1831,1881
93,25,2,0,75,102
94,2,5,0,406,413
95,13,172,0,1395,1580
96,1,0,0,28,29
97,60,89,0,1244,1393
98,1,0,0,195,196
