p_id,p_hour,fcount
1,12,5
2,12,1
3,11,61
4,00,213
5,01,12
6,01,11
7,00,414
8,10,4
9,11,23
10,11,93
11,12,37
12,12,15
13,12,184
14,00,191
15,11,25
16,02,101
17,00,363
18,00,137
19,00,18
20,12,80
21,00,94
22,12,103
23,00,26
24,11,89
25,00,272
26,12,151
27,00,4
28,12,75
29,12,60
30,02,5
31,01,27
32,12,71
33,12,263
34,11,14
35,10,177
36,00,505
37,00,612
38,11,33
39,11,318
40,00,177
41,00,296
42,00,331
43,12,187
44,02,25
45,12,117
46,00,14
47,01,69
48,00,729
49,00,308
50,12,212
51,00,104
52,12,71
53,12,41
54,12,27
55,12,85
56,12,114
57,09,9
58,11,11
59,00,7
60,12,73
61,00,730
62,11,161
63,11,108
64,00,27
65,11,203
66,12,170
67,12,59
68,02,393
69,00,172
70,10,86
71,11,203
72,11,214
73,10,40
74,12,236
75,12,194
76,11,300
77,11,108
78,11,101
79,00,1126
80,00,571
81,10,89
82,00,228
83,00,79
84,03,24
85,11,125
86,09,28
87,12,285
88,00,75
89,12,298
90,01,285
91,10,159
92,00,170
93,00,19
94,00,54
95,12,172
96,09,8
97,00,291
98,00,31
99,02,6
100,00,202
101,10,20
102,00,74
103,00,0
104,00,0
105,00,0
106,00,142
107,00,373
108,10,47
109,00,20
110,00,0
111,00,17
112,00,455
113,00,297
114,00,474
115,10,19
116,00,192
117,00,28
118,12,18
119,00,128
120,12,17
121,10,59
122,12,28
123,12,99
124,00,42
125,12,115
126,00,61
127,03,180
128,00,9
129,00,236
130,00,161
131,11,36
132,00,391
133,12,81
134,12,64
135,11,65
136,00,100
137,00,262
138,12,461
139,09,50
140,12,258
141,12,286
142,12,356
143,11,247
144,00,457
145,00,321
146,11,99
147,00,73
148,01,970
149,12,74
150,00,62
151,10,178
152,00,120
153,00,32
154,00,6
155,12,87
156,11,27
157,00,105
158,00,409
159,12,106
160,00,60
161,12,370
162,12,308
163,12,282
164,00,484
165,10,111
166,11,379
167,00,106
168,00,143
169,00,153
170,12,376
171,10,64
172,10,11
173,00,100
174,00,104
175,10,22
176,11,7
177,11,171
178,09,44
179,12,126
180,01,50
181,00,491
182,12,87
183,12,36
184,12,10
185,11,67
186,11,203
187,12,16
188,00,306
189,00,251
190,12,102
191,10,61
192,11,33
193,12,52
194,12,12
195,12,70
196,12,78
197,02,125
198,00,250
199,00,0
200,12,58
201,00,18
202,11,41
203,11,44
204,01,8
205,11,106
206,00,44
207,10,2
208,00,91
209,12,88
210,12,86
211,00,235
212,12,65
213,00,113
214,01,18
215,10,73
216,00,133
217,00,45
218,10,60
219,10,51
220,12,119
221,00,40
222,10,59
223,00,209
224,11,157
225,00,350
226,12,209
227,12,89
228,00,221
229,12,287
230,00,449
231,12,449
232,00,198
233,12,300
234,00,516
235,00,130
236,12,341
237,12,399
238,12,336
239,12,332
240,00,32
241,12,105
242,00,93
243,00,231
244,00,271
245,00,33
246,00,397
247,00,141
248,12,62
249,00,592
250,00,68
251,00,18
252,12,33
253,00,1
254,11,160
255,00,858
256,00,617
257,11,72
258,10,80
259,11,85
260,03,126
261,12,162
262,10,208
263,11,249
