p_id,ycount,gcount,hfcount,fcount,sum
1,0,0,0,82,82
2,0,0,0,1,1
3,6,6,0,452,464
4,248,0,0,1222,1470
5,0,0,0,66,66
6,1,0,0,86,87
7,245,285,0,3344,3874
8,3,0,0,10,13
9,0,0,0,221,221
10,41,12,0,646,699
11,0,1,0,261,262
12,25,0,0,46,71
13,422,0,0,845,1267
14,8,12,0,1291,1311
15,2,1,0,188,191
16,2,4,0,599,605
17,20,53,0,2543,2616
18,3,14,0,1208,1225
19,1,2,0,178,181
20,1,4,0,594,599
21,2,7,0,623,632
22,4,10,0,813,827
23,1,0,0,239,240
24,237,14,0,492,743
25,79,105,0,1342,1526
26,3,21,0,876,900
27,0,0,0,17,17
28,11,11,0,501,523
29,2,2,0,369,373
30,0,0,0,14,14
31,0,1,0,139,140
32,4,16,0,594,614
33,60,86,0,1082,1228
34,1,1,0,55,57
35,19,37,0,1359,1415
36,24,68,0,3383,3475
37,44,33,0,4190,4267
38,3,4,0,217,224
39,9,38,0,2113,2160
40,34,21,0,571,626
41,343,327,0,1871,2541
42,194,252,0,2625,3071
43,966,25,0,812,1803
44,0,0,0,74,74
45,178,0,0,736,914
46,0,1,0,44,45
47,3,13,0,847,863
48,3159,0,0,4786,7945
49,22,63,0,1866,1951
50,1149,0,0,2192,3341
51,9,33,0,864,906
52,29,40,0,307,376
53,1,0,0,349,350
54,1,1,0,163,165
55,2,30,0,441,473
56,6,23,0,919,948
57,0,1,0,44,45
58,0,1,0,77,78
59,0,0,0,37,37
60,1,7,0,576,584
61,41,94,0,4346,4481
62,8,22,0,1061,1091
63,4,2,0,838,844
64,3,0,0,154,157
65,103,80,0,1205,1388
66,40,48,0,720,808
67,1,2,0,333,336
68,2406,0,0,3395,5801
69,10,25,0,1550,1585
70,30,3,0,674,707
71,11,28,0,1201,1240
72,4,31,0,1696,1731
73,2,0,0,233,235
74,490,436,0,1982,2908
75,649,181,0,1498,2328
76,29,57,0,2402,2488
77,5,16,0,739,760
78,4,15,0,888,907
79,3191,0,0,5600,8791
80,71,107,0,3670,3848
81,11,10,0,690,711
82,57,314,0,1889,2260
83,26,38,0,599,663
84,0,0,0,172,172
85,7,20,0,1021,1048
86,0,3,0,282,285
87,389,0,0,1438,1827
88,168,1,0,364,533
89,29,36,0,2671,2736
90,1387,0,0,1944,3331
91,14,36,0,1330,1380
92,8,40,0,1722,1770
93,20,6,0,89,115
94,3,8,0,482,493
95,19,144,0,1338,1501
96,0,0,0,57,57
97,51,125,0,1437,1613
98,1,1,0,215,217
99,0,0,0,16,16
100,1728,0,0,1773,3501
101,1,2,0,140,143
102,1,8,0,509,518
103,0,0,0,0,0
104,0,0,0,0,0
105,1,0,0,0,1
106,16,20,0,667,703
107,1759,0,0,2383,4142
108,2,7,0,347,356
109,0,0,0,165,165
110,0,0,0,0,0
111,0,0,0,20,20
112,33,84,0,2248,2365
113,909,0,0,1454,2363
