p_id,ycount,gcount,hfcount,fcount,sum
1,0,0,0,38,38
2,1,0,0,0,1
3,0,16,0,455,471
4,223,0,0,1279,1502
5,0,0,0,47,47
6,0,0,0,77,77
7,209,402,0,2536,3147
8,2,1,0,20,23
9,2,2,0,182,186
10,36,21,0,758,815
11,3,9,0,271,283
12,33,0,0,36,69
13,1256,0,0,1334,2590
14,9,34,0,1167,1210
15,2,0,0,188,190
16,0,3,0,510,513
17,26,81,0,1974,2081
18,3,32,0,974,1009
19,4,5,0,166,175
20,1,10,0,559,570
21,2,13,0,662,677
22,4,15,0,756,775
23,0,0,0,196,196
24,412,37,0,426,875
25,123,182,0,1148,1453
26,6,28,0,1275,1309
27,0,0,0,6,6
28,13,16,0,563,592
29,1,17,0,423,441
30,0,0,0,5,5
31,1,5,0,120,126
32,4,18,0,520,542
33,185,283,0,1076,1544
34,1,2,0,120,123
35,12,47,0,1426,1485
36,5,23,0,1785,1813
37,23,35,0,2436,2494
38,1,7,0,218,226
39,18,57,0,2114,2189
40,76,69,0,568,713
41,481,505,0,1502,2488
42,248,399,0,2158,2805
43,1702,93,0,801,2596
44,0,0,0,47,47
45,217,0,0,492,709
46,0,1,0,20,21
47,2,22,0,760,784
48,4246,1,0,3700,7947
49,36,126,0,1606,1768
50,1300,0,0,1751,3051
51,6,29,0,654,689
52,117,106,0,296,519
53,2,4,0,311,317
54,3,9,0,198,210
55,1,44,0,519,564
56,12,23,0,793,828
57,0,0,0,53,53
58,0,0,0,59,59
59,0,1,0,28,29
60,1,9,0,498,508
61,19,96,0,3632,3747
62,11,34,0,1001,1046
63,3,10,0,761,774
64,1,1,0,136,138
65,149,128,0,1015,1292
66,67,183,0,885,1135
67,2,11,0,408,421
68,2654,0,0,2568,5222
69,8,55,0,1232,1295
70,29,10,0,581,620
71,4,41,0,1146,1191
72,11,31,0,1491,1533
73,0,1,0,253,254
74,516,707,0,1676,2899
75,977,645,0,1579,3201
76,14,74,0,2340,2428
77,2,30,0,687,719
78,4,20,0,880,904
79,2566,0,0,3645,6211
80,36,57,0,1623,1716
81,2,17,0,671,690
82,38,331,0,1594,1963
83,18,44,0,477,539
84,0,0,0,64,64
85,10,19,0,659,688
86,0,5,0,267,272
87,899,0,0,1412,2311
88,417,0,0,416,833
89,27,50,0,2064,2141
90,2081,0,0,1748,3829
91,6,44,0,1378,1428
92,8,63,0,1147,1218
93,19,14,0,116,149
94,1,12,0,418,431
95,26,246,0,1599,1871
96,0,0,0,46,46
97,105,186,0,1420,1711
98,2,3,0,221,226
99,0,0,0,8,8
100,3138,1,0,1634,4773
101,1,4,0,178,183
102,2,5,0,531,538
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,19,15,0,405,439
107,2894,0,0,2527,5421
108,5,22,0,342,369
109,0,0,0,103,103
110,0,0,0,1,1
111,1,1,0,26,28
112,34,64,0,1794,1892
113,1808,0,0,1506,3314
114,1143,0,0,1306,2449
115,0,1,0,129,130
116,172,197,0,1181,1550
117,1,3,0,219,223
118,0,0,0,151,151
119,4,11,0,823,838
120,0,1,0,110,111
121,5,10,0,437,452
122,2,13,0,229,244
123,2,31,0,701,734
124,4,4,0,270,278
125,658,0,0,809,1467
126,2,6,0,533,541
127,8,48,0,735,791
128,0,2,0,51,53
129,90,240,0,1850,2180
130,16,133,0,1240,1389
131,4,8,0,360,372
132,2109,2,0,3161,5272
133,8,9,0,517,534
134,19,82,0,572,673
135,8,12,0,505,525
136,7,29,0,569,605
137,1572,1,0,1889,3462
138,2637,5,0,2477,5119
139,0,6,0,335,341
140,2543,0,0,1997,4540
141,3200,0,0,2191,5391
142,2979,0,0,1996,4975
143,1623,0,0,1873,3496
144,861,0,0,1571,2432
145,86,180,0,1399,1665
146,107,35,0,531,673
147,2,15,0,497,514
148,1378,0,0,2481,3859
149,3,13,0,589,605
150,1,6,0,355,362
151,1076,0,0,1106,2182
152,124,72,0,677,873
153,2,4,0,132,138
154,1,1,0,19,21
155,4,23,0,681,708
156,1,0,0,200,201
157,1,8,0,610,619
158,1135,0,0,1578,2713
159,7,29,0,847,883
160,4,13,0,481,498
161,4257,0,0,2579,6836
162,4211,0,0,1909,6120
163,2772,0,0,1559,4331
164,2826,0,0,2319,5145
165,5,35,0,824,864
166,623,323,0,1006,1952
167,3,19,0,886,908
168,17,38,0,1013,1068
169,4,16,0,1078,1098
170,4093,0,0,2481,6574
171,1,9,0,444,454
172,0,0,0,73,73
173,4,23,0,548,575
174,2,49,0,858,909
175,1,7,0,216,224
176,0,0,0,59,59
177,5,25,0,1094,1124
178,1,11,0,360,372
179,119,62,0,805,986
180,4,4,0,294,302
181,85,200,0,2149,2434
182,4,38,0,599,641
183,0,8,0,215,223
184,0,1,0,54,55
185,2,25,0,628,655
186,4807,0,0,1456,6263
187,0,0,0,111,111
188,16,54,0,1873,1943
189,15,23,0,759,797
190,3,6,0,143,152
191,3,16,0,554,573
192,2,9,0,329,340
193,69,36,0,347,452
194,8,0,0,15,23
195,4,8,0,419,431
196,11,74,0,548,633
197,7,17,0,855,879
198,4,7,0,1364,1375
199,0,0,0,0,0
200,0,12,0,355,367
201,0,2,0,61,63
202,5,0,0,140,145
203,4,9,0,362,375
204,0,0,0,30,30
205,4,16,0,799,819
206,0,0,0,414,414
207,0,0,0,4,4
208,5,16,0,620,641
209,185,0,0,453,638
210,6,52,0,725,783
211,670,0,0,1224,1894
212,1,20,0,528,549
213,8,52,0,1001,1061
214,0,0,0,120,120
215,17,14,0,645,676
216,18,7,0,1167,1192
217,6,14,0,375,395
218,9,13,0,413,435
219,15,4,0,430,449
220,2,24,0,690,716
221,1,0,0,277,278
222,2,26,0,364,392
223,91,192,0,1219,1502
224,314,0,0,994,1308
225,12,46,0,2189,2247
226,240,85,0,1334,1659
227,5,13,0,518,536
228,13,15,0,829,857
229,2556,0,0,1931,4487
230,3725,1,0,2450,6176
231,2124,0,0,2826,4950
232,154,0,0,1378,1532
233,1723,0,0,1827,3550
234,3188,0,0,2529,5717
235,2,25,0,1101,1128
236,5463,33,0,2130,7626
237,5459,0,0,2242,7701
238,2641,0,0,2172,4813
239,2877,0,0,2052,4929
240,0,1,0,189,190
241,2,23,0,931,956
242,2,37,0,846,885
243,22,87,0,1426,1535
244,180,234,0,1815,2229
245,0,0,0,138,138
246,1700,0,0,2355,4055
247,19,43,0,913,975
248,3,10,0,519,532
249,2250,0,0,2194,4444
250,1,12,0,473,486
251,0,0,0,118,118
252,2,2,0,296,300
253,0,1,0,30,31
254,5,23,0,947,975
255,59,124,0,2056,2239
256,62,82,0,1819,1963
257,4,7,0,391,402
258,2,12,0,667,681
259,1,11,0,633,645
260,114,170,0,859,1143
261,560,0,0,643,1203
262,2054,0,0,1827,3881
263,2368,13,0,1842,4223
