p_id,p_hour,ycount
1,00,0
2,00,0
3,07,2
4,01,54
5,00,0
6,04,1
7,04,27
8,12,2
9,00,0
10,09,8
11,00,0
12,12,12
13,12,112
14,00,3
15,10,1
16,11,2
17,00,4
18,09,2
19,09,1
20,10,1
21,12,2
22,00,1
23,12,1
24,11,47
25,00,11
26,09,2
27,00,0
28,07,3
29,01,1
30,00,0
31,00,0
32,01,2
33,10,17
34,09,1
35,08,5
36,04,8
37,00,8
38,08,1
39,08,2
40,10,7
41,12,64
42,08,26
43,12,298
44,00,0
45,01,28
46,00,0
47,04,1
48,00,492
49,02,5
50,00,267
51,01,2
52,09,7
53,00,1
54,00,1
55,06,1
56,09,2
57,00,0
58,00,0
59,00,0
60,11,1
61,00,6
62,08,2
63,01,1
64,08,1
65,11,19
66,11,13
67,05,1
68,02,290
69,09,3
70,06,5
71,07,3
72,09,2
73,03,1
74,12,66
75,12,105
76,09,7
77,01,2
78,02,1
79,00,625
80,01,16
81,07,3
82,02,13
83,01,4
84,00,0
85,01,3
86,00,0
87,12,82
88,12,27
89,08,8
90,12,217
91,10,4
92,05,2
93,10,4
94,01,2
95,10,6
96,00,0
97,10,9
98,08,1
99,00,0
100,11,264
101,05,1
102,10,1
103,00,0
104,00,0
105,07,1
106,00,4
107,11,222
108,06,1
109,00,0
110,00,0
111,00,0
112,04,9
113,12,172
114,00,361
115,00,0
116,12,16
117,09,1
118,00,0
119,10,2
120,00,0
121,12,2
122,07,2
123,10,1
124,02,1
125,03,50
126,10,1
127,00,2
128,00,0
129,03,19
130,10,4
131,07,1
132,07,353
133,06,2
134,06,1
135,07,2
136,10,4
137,12,138
138,10,666
139,09,2
140,11,172
141,11,310
142,12,401
143,11,173
144,00,192
145,01,13
146,08,16
147,07,1
148,02,505
149,11,1
150,11,1
151,11,154
152,11,15
153,08,1
154,07,1
155,05,2
156,00,0
157,11,4
158,02,262
159,04,2
160,02,2
161,12,470
162,12,455
163,12,327
164,12,282
165,08,3
166,10,52
167,08,2
168,10,10
169,08,2
170,12,400
171,06,2
172,00,0
173,01,1
174,09,1
175,05,1
176,00,0
177,09,3
178,09,1
179,10,11
180,00,0
181,00,18
182,12,3
183,10,1
184,09,1
185,10,1
186,12,694
187,00,0
188,08,4
189,04,2
190,04,1
191,10,3
192,00,0
193,07,7
194,00,1
195,12,30
196,02,2
197,00,1
198,02,5
199,00,0
200,09,1
201,00,0
202,08,2
203,09,1
204,00,0
205,09,2
206,00,0
207,10,1
208,07,1
209,00,24
210,08,1
211,00,74
212,04,2
213,09,7
214,00,0
215,12,3
216,08,5
217,00,2
218,10,2
219,00,3
220,08,1
221,08,1
222,09,2
223,02,7
224,10,45
225,06,3
226,08,24
227,12,2
228,00,3
229,12,231
230,00,515
231,12,144
232,01,30
233,10,182
234,12,322
235,09,4
236,12,512
237,12,482
238,11,314
239,12,491
240,00,0
241,09,2
242,04,3
243,00,4
244,01,11
245,00,0
246,12,220
247,06,7
248,05,1
249,00,394
250,00,1
251,00,0
252,00,1
253,00,0
254,09,2
255,02,34
256,02,19
257,10,3
258,03,1
259,10,3
260,09,12
261,12,112
262,12,193
263,10,243
