p_id,ycount,gcount,hfcount,fcount,sum
1,0,0,0,0,0
2,0,0,0,0,0
3,0,3,0,0,3
4,462,0,0,0,462
5,0,0,0,0,0
6,0,0,0,0,0
7,347,664,0,0,1011
8,5,0,0,0,5
9,0,0,0,0,0
10,19,1,0,0,20
11,1,0,0,0,1
12,28,0,0,0,28
13,1470,0,0,0,1470
14,2,7,0,0,9
15,0,0,0,0,0
16,1,3,0,0,4
17,42,210,0,0,252
18,0,26,0,0,26
19,2,0,0,0,2
20,0,19,0,0,19
21,1,1,0,0,2
22,0,0,0,0,0
23,0,0,0,0,0
24,483,55,0,0,538
25,154,303,0,0,457
26,0,1,0,0,1
27,0,0,0,0,0
28,12,10,0,0,22
29,0,1,0,0,1
30,0,0,0,0,0
31,1,1,0,0,2
32,0,7,0,0,7
33,185,339,0,0,524
34,6,8,0,0,14
35,4,9,0,0,13
36,29,83,0,0,112
37,66,92,0,0,158
38,0,0,0,0,0
39,1,2,0,0,3
40,107,158,0,0,265
41,379,765,0,0,1144
42,195,560,0,0,755
43,1591,169,0,0,1760
44,0,0,0,0,0
45,289,0,0,0,289
46,0,0,0,0,0
47,0,14,0,0,14
48,4459,0,0,0,4459
49,48,328,0,0,376
50,1473,0,0,0,1473
51,1,5,0,0,6
52,101,174,0,0,275
53,0,2,0,0,2
54,18,18,0,0,36
55,0,21,0,0,21
56,12,25,0,0,37
57,0,0,0,0,0
58,0,0,0,0,0
59,0,1,0,0,1
60,0,15,0,0,15
61,38,250,0,0,288
62,9,38,0,0,47
63,1,1,0,0,2
64,0,0,0,0,0
65,177,230,0,0,407
66,70,314,0,0,384
67,1,2,0,0,3
68,3506,0,0,0,3506
69,2,57,0,0,59
70,27,17,0,0,44
71,4,5,0,0,9
72,1,11,0,0,12
73,0,0,0,0,0
74,394,850,0,0,1244
75,769,771,0,0,1540
76,6,23,0,0,29
77,2,5,0,0,7
78,3,25,0,0,28
79,3807,0,0,0,3807
80,123,177,0,0,300
81,0,2,0,0,2
82,66,470,0,0,536
83,28,74,0,0,102
84,0,0,0,0,0
85,3,24,0,0,27
86,0,0,0,0,0
87,962,0,0,0,962
88,430,0,0,0,430
89,19,39,0,0,58
90,2785,0,0,0,2785
91,0,7,0,0,7
92,9,118,0,0,127
93,3,5,0,0,8
94,1,19,0,0,20
95,35,274,0,0,309
96,0,0,0,0,0
97,112,374,0,0,486
98,0,0,0,0,0
99,0,0,0,0,0
100,3232,0,0,0,3232
101,0,0,0,0,0
102,1,2,0,0,3
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,27,25,0,0,52
107,3322,0,0,0,3322
108,0,1,0,0,1
109,0,0,0,0,0
110,0,0,0,0,0
111,0,0,0,0,0
112,73,279,0,0,352
113,2232,0,0,0,2232
114,1560,0,0,0,1560
115,0,0,0,0,0
116,125,342,0,0,467
117,0,0,0,0,0
118,0,0,0,0,0
119,1,31,0,0,32
120,1,7,0,0,8
121,0,4,0,0,4
122,0,0,0,0,0
123,3,0,0,0,3
124,0,2,0,0,2
125,833,0,0,0,833
126,1,16,0,0,17
127,8,86,0,0,94
128,0,4,0,0,4
129,137,473,0,0,610
130,8,147,0,0,155
131,1,1,0,0,2
132,2085,0,0,0,2085
133,8,5,0,0,13
134,7,98,0,0,105
135,1,4,0,0,5
136,0,20,0,0,20
137,1614,0,0,0,1614
138,2559,1,0,0,2560
139,0,0,0,0,0
140,2710,0,0,0,2710
141,3425,0,0,0,3425
142,3204,0,0,0,3204
143,1712,0,0,0,1712
144,1176,0,0,0,1176
145,124,260,0,0,384
146,155,79,0,0,234
147,1,9,0,0,10
148,1493,0,0,0,1493
149,1,1,0,0,2
150,0,3,0,0,3
151,1277,0,0,0,1277
152,96,152,0,0,248
153,0,9,0,0,9
154,0,0,0,0,0
155,1,3,0,0,4
156,0,0,0,0,0
157,3,5,0,0,8
158,1996,0,0,0,1996
159,2,67,0,0,69
160,4,0,0,0,4
161,4230,0,0,0,4230
162,3972,0,0,0,3972
163,2791,0,0,0,2791
164,3145,0,0,0,3145
165,1,2,0,0,3
166,597,520,0,0,1117
167,1,28,0,0,29
168,29,39,0,0,68
169,3,35,0,0,38
170,4360,0,0,0,4360
171,0,0,0,0,0
172,0,0,0,0,0
173,10,94,0,0,104
174,0,27,0,0,27
175,0,0,0,0,0
176,0,0,0,0,0
177,5,21,0,0,26
178,0,1,0,0,1
179,139,75,0,0,214
180,2,3,0,0,5
181,167,385,0,0,552
182,1,31,0,0,32
183,0,4,0,0,4
184,0,7,0,0,7
185,1,12,0,0,13
186,5176,0,0,0,5176
187,0,0,0,0,0
188,22,87,0,0,109
189,34,106,0,0,140
190,7,15,0,0,22
191,2,2,0,0,4
192,0,7,0,0,7
193,64,30,0,0,94
194,3,1,0,0,4
195,7,25,0,0,32
196,18,60,0,0,78
197,5,7,0,0,12
198,10,9,0,0,19
199,0,0,0,0,0
200,0,1,0,0,1
201,0,0,0,0,0
202,5,7,0,0,12
203,0,0,0,0,0
204,0,0,0,0,0
205,0,1,0,0,1
206,0,0,0,0,0
207,0,2,0,0,2
208,0,5,0,0,5
209,218,0,0,0,218
210,1,25,0,0,26
211,967,0,0,0,967
212,1,14,0,0,15
213,1,10,0,0,11
214,0,0,0,0,0
215,7,5,0,0,12
216,5,9,0,0,14
217,9,17,0,0,26
218,1,2,0,0,3
219,5,1,0,0,6
220,0,14,0,0,14
221,0,0,0,0,0
222,0,1,0,0,1
223,134,270,0,0,404
224,739,0,0,0,739
225,27,103,0,0,130
226,313,155,0,0,468
227,0,4,0,0,4
228,17,32,0,0,49
229,2670,0,0,0,2670
230,4060,0,0,0,4060
231,2609,0,0,0,2609
232,217,0,0,0,217
233,1746,0,0,0,1746
234,3809,0,0,0,3809
235,2,20,0,0,22
236,5044,46,0,0,5090
237,4851,0,0,0,4851
238,2499,0,0,0,2499
239,3208,0,0,0,3208
240,1,1,0,0,2
241,2,15,0,0,17
242,3,27,0,0,30
243,11,126,0,0,137
244,135,381,0,0,516
245,0,0,0,0,0
246,1911,0,0,0,1911
247,16,70,0,0,86
248,2,14,0,0,16
249,2851,0,0,0,2851
250,2,20,0,0,22
251,0,0,0,0,0
252,0,0,0,0,0
253,0,1,0,0,1
254,0,6,0,0,6
255,240,462,0,0,702
256,234,384,0,0,618
257,4,15,0,0,19
258,3,2,0,0,5
259,0,0,0,0,0
260,117,231,0,0,348
261,582,0,0,0,582
262,2370,2,0,0,2372
263,2672,11,0,0,2683
