p_id,p_hour,fcount
1,00,4
2,00,0
3,08,64
4,08,245
5,09,11
6,08,13
7,08,270
8,06,4
9,07,28
10,07,108
11,08,60
12,12,9
13,08,258
14,08,220
15,12,27
16,08,63
17,07,228
18,08,141
19,09,26
20,08,86
21,08,108
22,08,138
23,10,39
24,08,73
25,08,154
26,12,189
27,07,1
28,08,83
29,08,61
30,09,1
31,08,17
32,08,77
33,09,156
34,09,21
35,08,205
36,00,247
37,09,256
38,09,30
39,08,303
40,08,102
41,07,205
42,08,317
43,09,111
44,08,8
45,09,70
46,07,2
47,08,123
48,08,518
49,08,239
50,09,268
51,08,78
52,08,45
53,08,47
54,09,34
55,08,77
56,08,127
57,08,6
58,08,12
59,08,7
60,08,73
61,07,446
62,08,148
63,07,120
64,08,25
65,10,130
66,08,113
67,07,79
68,08,359
69,08,196
70,08,99
71,07,168
72,07,218
73,09,43
74,08,251
75,07,226
76,07,356
77,07,107
78,08,115
79,00,680
80,00,232
81,08,106
82,08,157
83,08,59
84,01,9
85,07,97
86,08,39
87,08,218
88,00,75
89,08,293
90,09,250
91,07,213
92,11,126
93,00,13
94,08,60
95,08,165
96,07,7
97,09,208
98,07,31
99,02,3
100,12,238
101,08,27
102,07,88
103,00,0
104,00,0
105,00,0
106,09,59
107,09,444
108,08,68
109,12,13
110,11,1
111,07,4
112,08,295
113,09,244
114,00,328
115,08,25
116,08,156
117,08,37
118,08,19
119,08,122
120,08,12
121,08,91
122,08,47
123,08,133
124,08,45
125,12,137
126,08,61
127,08,77
128,01,8
129,08,243
130,12,131
131,08,52
132,06,510
133,09,86
134,07,66
135,08,96
136,08,91
137,08,404
138,12,371
139,07,46
140,08,387
141,08,480
142,08,326
143,08,419
144,00,325
145,08,154
146,11,63
147,08,80
148,00,630
149,08,97
150,08,55
151,07,202
152,08,78
153,08,17
154,09,2
155,08,106
156,08,37
157,07,97
158,08,266
159,08,127
160,08,85
161,00,469
162,12,297
163,12,231
164,00,310
165,08,150
166,12,204
167,08,149
168,08,137
169,08,132
170,08,427
171,08,72
172,08,12
173,07,72
174,08,129
175,12,35
176,09,7
177,07,167
178,08,86
179,09,105
180,07,43
181,08,339
182,07,83
183,08,37
184,08,5
185,08,92
186,08,173
187,08,21
188,08,252
189,08,115
190,11,17
191,08,84
192,08,46
193,08,37
194,12,2
195,08,50
196,07,59
197,08,147
198,08,218
199,12,1
200,08,74
201,07,7
202,09,25
203,07,51
204,09,7
205,08,141
206,08,78
207,07,1
208,08,103
209,09,70
210,08,127
211,12,201
212,08,70
213,08,161
214,12,21
215,08,99
216,08,188
217,10,47
218,08,69
219,08,53
220,08,92
221,07,38
222,08,70
223,08,180
224,09,220
225,08,299
226,08,183
227,08,75
228,08,98
229,08,371
230,00,363
231,12,403
232,09,252
233,08,314
234,12,451
235,08,166
236,08,442
237,12,362
238,08,434
239,08,435
240,08,26
241,08,124
242,08,104
243,08,181
244,08,245
245,08,25
246,08,441
247,08,114
248,08,98
249,00,354
250,08,72
251,08,17
252,07,42
253,10,3
254,08,144
255,00,319
256,00,214
257,09,68
258,08,111
259,07,97
260,08,104
261,08,98
262,08,446
263,08,379
