p_id,p_hour,sum
1,00,0
2,00,0
3,09,5
4,01,177
5,00,0
6,00,0
7,00,308
8,07,2
9,01,2
10,06,2
11,02,2
12,12,31
13,12,252
14,00,16
15,00,0
16,00,1
17,00,102
18,01,6
19,01,1
20,04,4
21,03,2
22,04,4
23,00,0
24,11,77
25,00,121
26,00,2
27,00,0
28,08,5
29,01,1
30,00,0
31,01,3
32,10,2
33,10,72
34,00,2
35,00,6
36,01,112
37,01,123
38,00,0
39,00,6
40,00,56
41,00,272
42,00,157
43,11,337
44,00,0
45,01,69
46,00,0
47,00,6
48,00,947
49,00,112
50,02,381
51,05,2
52,10,37
53,00,2
54,00,7
55,01,18
56,00,9
57,00,0
58,00,0
59,10,1
60,11,4
61,01,111
62,01,15
63,03,2
64,11,1
65,00,70
66,12,46
67,08,2
68,02,780
69,11,15
70,09,12
71,05,4
72,01,9
73,04,1
74,09,180
75,12,228
76,01,8
77,02,3
78,08,8
79,01,1955
80,01,230
81,00,1
82,00,158
83,01,37
84,00,0
85,00,10
86,00,1
87,00,192
88,00,91
89,00,30
90,00,497
91,01,5
92,00,45
93,00,20
94,00,3
95,00,92
96,04,1
97,00,108
98,06,1
99,00,0
100,11,372
101,00,0
102,03,2
103,00,0
104,00,0
105,00,0
106,00,32
107,00,659
108,01,1
109,00,0
110,00,0
111,02,2
112,01,210
113,00,392
114,02,814
115,00,0
116,01,84
117,00,1
118,00,0
119,02,7
120,08,2
121,02,3
122,11,1
123,11,2
124,10,1
125,00,139
126,05,5
127,04,22
128,00,1
129,04,213
130,00,43
131,00,2
132,00,351
133,02,5
134,00,17
135,02,3
136,08,6
137,00,397
138,12,385
139,00,0
140,10,312
141,11,449
142,12,552
143,12,222
144,01,431
145,00,101
146,00,57
147,00,4
148,02,1344
149,03,1
150,03,2
151,10,175
152,00,49
153,09,4
154,00,0
155,01,1
156,07,1
157,02,9
158,02,716
159,11,22
160,03,5
161,12,573
162,11,572
163,11,499
164,00,738
165,09,3
166,12,184
167,10,8
168,03,20
169,00,7
170,00,760
171,03,1
172,03,1
173,01,32
174,00,5
175,01,1
176,00,0
177,01,9
178,05,1
179,00,52
180,07,1
181,00,261
182,09,6
183,00,2
184,10,3
185,00,3
186,12,756
187,06,1
188,00,33
189,00,64
190,12,10
191,04,1
192,04,3
193,12,17
194,11,12
195,00,16
196,10,30
197,00,5
198,01,11
199,00,0
200,00,1
201,00,0
202,12,5
203,02,1
204,00,0
205,01,2
206,00,0
207,00,1
208,02,5
209,12,48
210,00,13
211,00,247
212,00,6
213,01,2
214,00,0
215,00,2
216,00,3
217,00,18
218,06,1
219,06,2
220,01,7
221,00,0
222,02,1
223,01,101
224,10,107
225,00,47
226,00,92
227,01,6
228,00,27
229,00,371
230,00,756
231,00,419
232,02,137
233,10,287
234,00,811
235,01,7
236,12,539
237,12,595
238,11,416
239,12,503
240,00,1
241,00,5
242,12,10
243,01,25
244,00,69
245,05,1
246,01,324
247,00,23
248,00,4
249,01,992
250,10,8
251,00,0
252,00,1
253,00,3
254,00,2
255,01,606
256,02,394
257,00,13
258,02,4
259,01,2
260,03,95
261,12,198
262,10,277
263,11,402
