time_stamp,time_duration,day_in_week,day_in_month,month,year,temp_h,temp_l,baro,wind,wd,hum,weather
00:00,06:00,maandag,1,december,2014,13,12,1018,12,260,58,Overcast
06:00,12:00,maandag,1,december,2014,17,12,1020,10,0,58,Partly sunny
12:00,18:00,maandag,1,december,2014,18,8,1022,11,0,58,Partly sunny
18:00,00:00,maandag,1,december,2014,7,6,1029,6,0,68,Light rain
18:00,00:00,maandag,1,december,2014,7,6,1029,6,0,68,Mostly cloudy
00:00,06:00,dinsdag,2,december,2014,5,2,1034,15,10,49,Passing clouds
06:00,12:00,dinsdag,2,december,2014,4,2,1036,16,70,51,Mostly cloudy
12:00,18:00,dinsdag,2,december,2014,5,3,1033,17,80,79,Light rain
12:00,18:00,dinsdag,2,december,2014,5,3,1033,17,80,79,Overcast
18:00,00:00,dinsdag,2,december,2014,6,5,1029,11,70,86,Light rain
18:00,00:00,dinsdag,2,december,2014,6,5,1029,11,70,86,Low clouds
00:00,06:00,woensdag,3,december,2014,6,5,1023,5,0,90,Fog
06:00,12:00,woensdag,3,december,2014,7,7,1020,10,0,86,Fog
12:00,18:00,woensdag,3,december,2014,8,7,1016,11,250,84,Light rain
12:00,18:00,woensdag,3,december,2014,8,7,1016,11,250,84,Fog
18:00,00:00,woensdag,3,december,2014,7,5,1021,16,290,58,Clear
00:00,06:00,donderdag,4,december,2014,4,3,1025,10,270,52,Clear
06:00,12:00,donderdag,4,december,2014,7,3,1028,11,280,49,Sunny
12:00,18:00,donderdag,4,december,2014,7,5,1029,7,0,38,Sunny
18:00,00:00,donderdag,4,december,2014,4,3,1033,8,0,46,Clear
00:00,06:00,vrijdag,5,december,2014,2,1,1034,11,0,57,Clear
06:00,12:00,vrijdag,5,december,2014,4,1,1035,11,60,66,Overcast
12:00,18:00,vrijdag,5,december,2014,7,5,1032,13,70,71,Overcast
18:00,00:00,vrijdag,5,december,2014,7,5,1029,6,20,89,Light rain
18:00,00:00,vrijdag,5,december,2014,7,5,1029,6,20,89,Fog
00:00,06:00,zaterdag,6,december,2014,7,6,1026,1,290,90,Light rain
00:00,06:00,zaterdag,6,december,2014,7,6,1026,1,290,90,Fog
06:00,12:00,zaterdag,6,december,2014,10,7,1023,6,180,88,Fog
12:00,18:00,zaterdag,6,december,2014,9,8,1020,7,70,94,Light rain
12:00,18:00,zaterdag,6,december,2014,9,8,1020,7,70,94,Fog
18:00,00:00,zaterdag,6,december,2014,7,4,1021,13,0,92,Light rain
18:00,00:00,zaterdag,6,december,2014,7,4,1021,13,0,92,Mostly cloudy
00:00,06:00,zondag,7,december,2014,3,3,1025,20,20,77,Passing clouds
06:00,12:00,zondag,7,december,2014,4,2,1031,19,40,54,Sunny
12:00,18:00,zondag,7,december,2014,6,2,1033,21,40,34,Sunny
18:00,00:00,zondag,7,december,2014,2,-1,1036,15,0,34,Clear
00:00,06:00,maandag,8,december,2014,-2,-4,1037,16,60,34,Clear
06:00,12:00,maandag,8,december,2014,-2,-4,1038,16,60,58,Overcast
12:00,18:00,maandag,8,december,2014,0,-1,1035,18,50,63,Overcast
18:00,00:00,maandag,8,december,2014,3,1,1031,24,60,73,Overcast
00:00,06:00,dinsdag,9,december,2014,3,3,1024,21,60,84,Low clouds
06:00,12:00,dinsdag,9,december,2014,5,3,1015,18,50,89,Rain
06:00,12:00,dinsdag,9,december,2014,5,3,1015,18,50,89,Fog
12:00,18:00,dinsdag,9,december,2014,5,3,1005,15,0,88,Light rain
12:00,18:00,dinsdag,9,december,2014,5,3,1005,15,0,88,Fog
18:00,00:00,dinsdag,9,december,2014,6,4,1005,12,0,78,Overcast
00:00,06:00,woensdag,10,december,2014,4,4,1004,9,0,86,Overcast
06:00,12:00,woensdag,10,december,2014,4,2,1003,12,0,80,Mostly cloudy
12:00,18:00,woensdag,10,december,2014,2,0,1002,14,300,83,Light snow
12:00,18:00,woensdag,10,december,2014,2,0,1002,14,300,83,Ice fog
18:00,00:00,woensdag,10,december,2014,2,0,1002,14,300,71,Overcast
00:00,06:00,donderdag,11,december,2014,1,0,1003,11,0,69,Overcast
06:00,12:00,donderdag,11,december,2014,2,1,1007,15,280,59,Overcast
12:00,18:00,donderdag,11,december,2014,3,2,1008,11,270,52,Overcast
18:00,00:00,donderdag,11,december,2014,2,1,1011,8,290,66,Passing clouds
00:00,06:00,vrijdag,12,december,2014,1,1,1013,9,0,56,Overcast
06:00,12:00,vrijdag,12,december,2014,2,0,1015,13,310,56,Overcast
12:00,18:00,vrijdag,12,december,2014,3,2,1015,12,300,54,Overcast
18:00,00:00,vrijdag,12,december,2014,2,2,1015,17,320,59,Overcast
00:00,06:00,zaterdag,13,december,2014,2,2,1015,11,0,64,Passing clouds
06:00,12:00,zaterdag,13,december,2014,6,2,1015,15,300,55,Sunny
12:00,18:00,zaterdag,13,december,2014,6,4,1013,16,310,53,Sunny
18:00,00:00,zaterdag,13,december,2014,4,4,1012,13,310,62,Clear
00:00,06:00,zondag,14,december,2014,4,3,1012,8,300,67,Clear
06:00,12:00,zondag,14,december,2014,6,4,1012,6,0,62,Overcast
12:00,18:00,zondag,14,december,2014,8,6,1012,9,0,53,Overcast
18:00,00:00,zondag,14,december,2014,6,4,1014,9,300,62,Clear
00:00,06:00,maandag,15,december,2014,4,3,1016,4,290,66,Clear
06:00,12:00,maandag,15,december,2014,7,3,1018,7,0,64,Sunny
12:00,18:00,maandag,15,december,2014,9,7,1017,4,0,52,Sunny
18:00,00:00,maandag,15,december,2014,7,4,1019,2,180,67,Clear
00:00,06:00,dinsdag,16,december,2014,4,4,1019,7,30,78,Clear
06:00,12:00,dinsdag,16,december,2014,8,4,1019,1,0,74,Overcast
12:00,18:00,dinsdag,16,december,2014,9,8,1015,9,120,72,Overcast
18:00,00:00,dinsdag,16,december,2014,9,7,1012,7,0,88,Light rain
18:00,00:00,dinsdag,16,december,2014,9,7,1012,7,0,88,Fog
00:00,06:00,woensdag,17,december,2014,8,7,1010,5,40,89,Fog
06:00,12:00,woensdag,17,december,2014,11,7,1010,7,0,75,Passing clouds
12:00,18:00,woensdag,17,december,2014,12,9,1010,13,280,56,Overcast
18:00,00:00,woensdag,17,december,2014,8,6,1012,11,290,58,Overcast
00:00,06:00,donderdag,18,december,2014,5,3,1013,15,280,52,Overcast
06:00,12:00,donderdag,18,december,2014,5,3,1015,13,290,49,Overcast
12:00,18:00,donderdag,18,december,2014,5,4,1014,16,300,50,Partly sunny
18:00,00:00,donderdag,18,december,2014,4,3,1015,12,290,60,Clear
00:00,06:00,vrijdag,19,december,2014,3,2,1015,10,290,58,Overcast
06:00,12:00,vrijdag,19,december,2014,3,2,1017,13,340,53,Overcast
12:00,18:00,vrijdag,19,december,2014,3,1,1018,11,300,52,Sunny
18:00,00:00,vrijdag,19,december,2014,0,-1,1021,10,0,60,Passing clouds
00:00,06:00,zaterdag,20,december,2014,0,-1,1023,11,0,61,Overcast
06:00,12:00,zaterdag,20,december,2014,-1,-1,1025,6,0,60,Overcast
12:00,18:00,zaterdag,20,december,2014,1,0,1025,7,0,56,Overcast
18:00,00:00,zaterdag,20,december,2014,0,0,1025,7,0,62,Overcast
00:00,06:00,zondag,21,december,2014,0,-1,1025,6,0,70,Mostly cloudy
06:00,12:00,zondag,21,december,2014,1,-1,1026,6,0,74,Overcast
12:00,18:00,zondag,21,december,2014,2,1,1026,9,290,71,Overcast
18:00,00:00,zondag,21,december,2014,2,1,1027,9,40,79,Overcast
00:00,06:00,maandag,22,december,2014,2,2,1027,6,0,79,Low clouds
06:00,12:00,maandag,22,december,2014,5,2,1026,11,70,82,Low clouds
12:00,18:00,maandag,22,december,2014,6,5,1024,11,0,82,Low clouds
18:00,00:00,maandag,22,december,2014,7,6,1023,9,80,88,Overcast
00:00,06:00,dinsdag,23,december,2014,7,7,1020,12,70,91,Light rain
00:00,06:00,dinsdag,23,december,2014,7,7,1020,12,70,91,Fog
06:00,12:00,dinsdag,23,december,2014,7,6,1020,17,70,91,Fog
12:00,18:00,dinsdag,23,december,2014,8,7,1019,15,60,92,Fog
18:00,00:00,dinsdag,23,december,2014,8,7,1019,10,0,93,Fog
00:00,06:00,woensdag,24,december,2014,7,7,1017,12,90,94,Fog
06:00,12:00,woensdag,24,december,2014,7,7,1014,8,0,96,Fog
12:00,18:00,woensdag,24,december,2014,9,7,1008,9,0,97,Light rain
12:00,18:00,woensdag,24,december,2014,9,7,1008,9,0,97,Fog
18:00,00:00,woensdag,24,december,2014,14,12,1002,4,170,99,Fog
