time_stamp,time_duration,day_in_week,day_in_month,month,year,temp_h,temp_l,baro,wind,wd,hum,weather
00:00,06:00,zaterdag,1,oktober,2016,14,13,1023,12,0,90,Overcast
06:00,12:00,zaterdag,1,oktober,2016,16,14,1023,14,70,85,Overcast
12:00,18:00,zaterdag,1,oktober,2016,17,16,1022,10,70,82,Overcast
18:00,00:00,zaterdag,1,oktober,2016,16,14,1021,11,70,84,Overcast
00:00,06:00,zondag,2,oktober,2016,14,14,1020,6,0,88,Low clouds
06:00,12:00,zondag,2,oktober,2016,16,14,1020,8,10,85,Overcast
12:00,18:00,zondag,2,oktober,2016,17,16,1018,3,0,82,Overcast
18:00,00:00,zondag,2,oktober,2016,17,17,1017,0,0,85,Overcast
00:00,06:00,maandag,3,oktober,2016,17,16,1016,3,0,89,Fog
06:00,12:00,maandag,3,oktober,2016,20,16,1016,4,0,81,Overcast
12:00,18:00,maandag,3,oktober,2016,22,20,1016,5,0,62,Scattered clouds
18:00,00:00,maandag,3,oktober,2016,19,18,1018,0,0,74,Passing clouds
00:00,06:00,dinsdag,4,oktober,2016,18,17,1022,10,0,81,Overcast
06:00,12:00,dinsdag,4,oktober,2016,18,16,1026,14,60,74,Mostly cloudy
12:00,18:00,dinsdag,4,oktober,2016,20,18,1025,13,0,58,Partly sunny
18:00,00:00,dinsdag,4,oktober,2016,19,16,1027,11,60,68,Mostly cloudy
00:00,06:00,woensdag,5,oktober,2016,16,13,1027,10,0,71,Clear
06:00,12:00,woensdag,5,oktober,2016,17,12,1028,11,70,68,Passing clouds
12:00,18:00,woensdag,5,oktober,2016,19,17,1026,9,0,53,Sunny
18:00,00:00,woensdag,5,oktober,2016,16,14,1026,1,140,76,Clear
00:00,06:00,donderdag,6,oktober,2016,14,13,1026,4,40,86,Clear
06:00,12:00,donderdag,6,oktober,2016,19,13,1027,1,30,78,Sunny
12:00,18:00,donderdag,6,oktober,2016,23,20,1025,6,0,47,Sunny
18:00,00:00,donderdag,6,oktober,2016,18,16,1026,3,160,78,Clear
00:00,06:00,vrijdag,7,oktober,2016,15,14,1025,0,0,88,Clear
06:00,12:00,vrijdag,7,oktober,2016,21,14,1026,3,100,76,Fog
12:00,18:00,vrijdag,7,oktober,2016,23,19,1024,8,0,47,Sunny
18:00,00:00,vrijdag,7,oktober,2016,17,16,1023,4,0,76,Clear
00:00,06:00,zaterdag,8,oktober,2016,16,14,1021,3,40,89,Clear
06:00,12:00,zaterdag,8,oktober,2016,19,15,1020,6,60,84,Passing clouds
12:00,18:00,zaterdag,8,oktober,2016,20,19,1017,2,110,85,Fog
18:00,00:00,zaterdag,8,oktober,2016,18,18,1017,2,0,94,Fog
00:00,06:00,zondag,9,oktober,2016,18,14,1015,4,10,93,Light rain
00:00,06:00,zondag,9,oktober,2016,18,14,1015,4,10,93,Fog
06:00,12:00,zondag,9,oktober,2016,13,11,1016,13,10,87,Light rain
06:00,12:00,zondag,9,oktober,2016,13,11,1016,13,10,87,Fog
12:00,18:00,zondag,9,oktober,2016,14,11,1016,17,20,75,Overcast
18:00,00:00,zondag,9,oktober,2016,14,12,1018,9,0,55,Clear
00:00,06:00,maandag,10,oktober,2016,12,8,1020,10,0,59,Clear
06:00,12:00,maandag,10,oktober,2016,14,8,1023,9,0,51,Sunny
12:00,18:00,maandag,10,oktober,2016,17,15,1024,7,0,33,Sunny
18:00,00:00,maandag,10,oktober,2016,15,11,1027,4,0,46,Clear
00:00,06:00,dinsdag,11,oktober,2016,10,8,1030,7,0,60,Clear
06:00,12:00,dinsdag,11,oktober,2016,14,8,1032,7,70,55,Sunny
12:00,18:00,dinsdag,11,oktober,2016,17,14,1030,4,0,54,Sunny
18:00,00:00,dinsdag,11,oktober,2016,13,13,1030,3,150,73,Clear
00:00,06:00,woensdag,12,oktober,2016,13,12,1029,2,0,83,Passing clouds
06:00,12:00,woensdag,12,oktober,2016,17,12,1028,1,90,74,Sunny
12:00,18:00,woensdag,12,oktober,2016,18,16,1025,3,0,61,Sunny
18:00,00:00,woensdag,12,oktober,2016,15,14,1023,2,0,80,Clear
00:00,06:00,donderdag,13,oktober,2016,14,13,1020,1,290,90,Fog
06:00,12:00,donderdag,13,oktober,2016,19,13,1019,2,0,82,Sunny
12:00,18:00,donderdag,13,oktober,2016,19,17,1018,7,0,73,Partly sunny
18:00,00:00,donderdag,13,oktober,2016,17,13,1021,5,290,67,Clear
00:00,06:00,vrijdag,14,oktober,2016,12,9,1024,7,0,63,Clear
06:00,12:00,vrijdag,14,oktober,2016,13,9,1027,10,0,59,Sunny
12:00,18:00,vrijdag,14,oktober,2016,16,14,1027,7,0,41,Sunny
18:00,00:00,vrijdag,14,oktober,2016,13,10,1028,6,20,51,Clear
