time_stamp,time_duration,day_in_week,day_in_month,month,year,temp_h,temp_l,baro,wind,wd,hum,weather
00:00,06:00,zondag,1,maart,2015,-3,-4,1039,4,260,33,Clear
06:00,12:00,zondag,1,maart,2015,-1,-3,1037,6,160,32,Overcast
12:00,18:00,zondag,1,maart,2015,-2,-3,1031,0,0,78,Snow
12:00,18:00,zondag,1,maart,2015,-2,-3,1031,0,0,78,Low clouds
18:00,00:00,zondag,1,maart,2015,-2,-3,1024,2,320,80,Light snow
18:00,00:00,zondag,1,maart,2015,-2,-3,1024,2,320,80,Overcast
00:00,06:00,maandag,2,maart,2015,-1,-2,1018,6,0,79,Overcast
06:00,12:00,maandag,2,maart,2015,2,0,1019,13,290,60,Overcast
12:00,18:00,maandag,2,maart,2015,3,2,1021,15,310,34,Sunny
18:00,00:00,maandag,2,maart,2015,2,-3,1026,16,320,39,Clear
00:00,06:00,dinsdag,3,maart,2015,-3,-5,1029,4,0,48,Clear
06:00,12:00,dinsdag,3,maart,2015,-1,-4,1030,6,0,45,Sunny
12:00,18:00,dinsdag,3,maart,2015,-1,-2,1024,12,180,65,Mostly cloudy
18:00,00:00,dinsdag,3,maart,2015,2,-1,1014,3,0,84,Light rain
18:00,00:00,dinsdag,3,maart,2015,2,-1,1014,3,0,84,Fog
00:00,06:00,woensdag,4,maart,2015,2,2,1008,8,0,82,Overcast
06:00,12:00,woensdag,4,maart,2015,6,2,1011,8,250,82,Fog
12:00,18:00,woensdag,4,maart,2015,7,6,1011,8,270,75,Mostly cloudy
18:00,00:00,woensdag,4,maart,2015,6,4,1012,12,0,86,Light rain
18:00,00:00,woensdag,4,maart,2015,6,4,1012,12,0,86,Fog
00:00,06:00,donderdag,5,maart,2015,4,0,1014,8,0,90,Light snow
00:00,06:00,donderdag,5,maart,2015,4,0,1014,8,0,90,Ice fog
06:00,12:00,donderdag,5,maart,2015,0,-5,1019,11,0,92,Snow
06:00,12:00,donderdag,5,maart,2015,0,-5,1019,11,0,92,Ice fog
12:00,18:00,donderdag,5,maart,2015,-6,-7,1022,12,300,86,Snow
12:00,18:00,donderdag,5,maart,2015,-6,-7,1022,12,300,86,Ice fog
18:00,00:00,donderdag,5,maart,2015,-6,-7,1026,8,0,62,Overcast
00:00,06:00,vrijdag,6,maart,2015,-8,-11,1031,7,0,56,Clear
06:00,12:00,vrijdag,6,maart,2015,-4,-11,1034,9,0,52,Sunny
12:00,18:00,vrijdag,6,maart,2015,-3,-5,1031,7,0,37,Sunny
18:00,00:00,vrijdag,6,maart,2015,-4,-6,1028,15,250,51,Clear
00:00,06:00,zaterdag,7,maart,2015,-7,-8,1026,8,270,54,Clear
06:00,12:00,zaterdag,7,maart,2015,0,-8,1024,8,260,49,Sunny
12:00,18:00,zaterdag,7,maart,2015,3,1,1019,11,250,40,Mostly cloudy
18:00,00:00,zaterdag,7,maart,2015,3,3,1018,6,0,44,Overcast
00:00,06:00,zondag,8,maart,2015,4,3,1017,5,0,47,Overcast
06:00,12:00,zondag,8,maart,2015,9,3,1017,9,280,50,Passing clouds
12:00,18:00,zondag,8,maart,2015,9,6,1018,11,0,42,Partly sunny
18:00,00:00,zondag,8,maart,2015,8,6,1020,7,290,38,Clear
00:00,06:00,maandag,9,maart,2015,6,5,1020,5,260,43,Clear
06:00,12:00,maandag,9,maart,2015,9,6,1021,8,0,52,Overcast
