time_stamp,time_duration,day_in_week,day_in_month,month,year,temp_h,temp_l,baro,wind,wd,hum,weather
00:00,06:00,maandag,1,januari,2018,-13,-14,1027,14,300,55,Clear
06:00,12:00,maandag,1,januari,2018,-10,-14,1028,12,300,54,Sunny
12:00,18:00,maandag,1,januari,2018,-8,-9,1027,13,290,36,Sunny
18:00,00:00,maandag,1,januari,2018,-8,-9,1028,11,280,46,Clear
00:00,06:00,dinsdag,2,januari,2018,-9,-11,1028,16,290,56,Clear
06:00,12:00,dinsdag,2,januari,2018,-6,-11,1030,10,280,56,Sunny
12:00,18:00,dinsdag,2,januari,2018,-3,-5,1027,11,250,46,Sunny
18:00,00:00,dinsdag,2,januari,2018,-5,-7,1027,13,260,49,Clear
00:00,06:00,woensdag,3,januari,2018,-7,-8,1027,6,260,49,Clear
06:00,12:00,woensdag,3,januari,2018,-4,-8,1027,5,270,42,Sunny
12:00,18:00,woensdag,3,januari,2018,-2,-3,1022,2,0,34,Sunny
18:00,00:00,woensdag,3,januari,2018,-2,-3,1019,7,180,44,Clear
00:00,06:00,donderdag,4,januari,2018,-2,-4,1008,14,0,55,Mostly cloudy
06:00,12:00,donderdag,4,januari,2018,-4,-6,998,19,350,88,Snow
06:00,12:00,donderdag,4,januari,2018,-4,-6,998,19,350,88,Ice fog
12:00,18:00,donderdag,4,januari,2018,-3,-5,992,21,300,78,Snow
12:00,18:00,donderdag,4,januari,2018,-3,-5,992,21,300,78,Ice fog
18:00,00:00,donderdag,4,januari,2018,-3,-6,998,20,290,54,Mostly cloudy
00:00,06:00,vrijdag,5,januari,2018,-8,-12,1003,20,290,52,Clear
06:00,12:00,vrijdag,5,januari,2018,-11,-13,1009,20,280,46,Sunny
12:00,18:00,vrijdag,5,januari,2018,-9,-10,1012,20,290,36,Sunny
18:00,00:00,vrijdag,5,januari,2018,-10,-12,1016,20,290,32,Clear
00:00,06:00,zaterdag,6,januari,2018,-12,-13,1019,15,270,37,Clear
06:00,12:00,zaterdag,6,januari,2018,-12,-13,1022,21,280,44,Sunny
12:00,18:00,zaterdag,6,januari,2018,-11,-12,1024,17,290,22,Sunny
18:00,00:00,zaterdag,6,januari,2018,-12,-14,1029,18,290,36,Clear
00:00,06:00,zondag,7,januari,2018,-14,-15,1032,13,290,54,Clear
06:00,12:00,zondag,7,januari,2018,-11,-15,1036,7,300,51,Sunny
12:00,18:00,zondag,7,januari,2018,-8,-10,1032,10,0,40,Sunny
18:00,00:00,zondag,7,januari,2018,-8,-8,1030,10,0,46,Mostly cloudy
00:00,06:00,maandag,8,januari,2018,-7,-8,1026,9,250,54,Overcast
06:00,12:00,maandag,8,januari,2018,-3,-7,1024,8,0,52,Passing clouds
12:00,18:00,maandag,8,januari,2018,-1,-3,1019,9,0,58,More clouds than sun
18:00,00:00,maandag,8,januari,2018,-1,-1,1018,10,270,70,Overcast
00:00,06:00,dinsdag,9,januari,2018,1,-1,1017,12,260,70,Passing clouds
06:00,12:00,dinsdag,9,januari,2018,6,1,1020,12,280,62,Sunny
12:00,18:00,dinsdag,9,januari,2018,6,4,1022,9,310,42,Sunny
18:00,00:00,dinsdag,9,januari,2018,4,1,1027,6,0,51,Clear
00:00,06:00,woensdag,10,januari,2018,1,-1,1030,6,290,58,Clear
06:00,12:00,woensdag,10,januari,2018,3,-1,1032,6,60,55,Sunny
12:00,18:00,woensdag,10,januari,2018,4,3,1030,8,0,59,Sunny
18:00,00:00,woensdag,10,januari,2018,6,3,1030,7,180,71,Overcast
00:00,06:00,donderdag,11,januari,2018,7,6,1029,4,0,76,Mostly cloudy
06:00,12:00,donderdag,11,januari,2018,8,6,1029,3,20,74,Overcast
12:00,18:00,donderdag,11,januari,2018,12,9,1027,5,290,72,Overcast
18:00,00:00,donderdag,11,januari,2018,11,8,1024,8,170,88,Clear
00:00,06:00,vrijdag,12,januari,2018,14,7,1020,7,100,93,Fog
06:00,12:00,vrijdag,12,januari,2018,16,13,1014,11,180,95,Fog
12:00,18:00,vrijdag,12,januari,2018,16,14,1008,13,160,97,Light rain
12:00,18:00,vrijdag,12,januari,2018,16,14,1008,13,160,97,Fog
18:00,00:00,vrijdag,12,januari,2018,14,12,1004,11,160,97,Fog
00:00,06:00,zaterdag,13,januari,2018,14,12,997,11,160,97,Light rain
00:00,06:00,zaterdag,13,januari,2018,14,12,997,11,160,97,Fog
06:00,12:00,zaterdag,13,januari,2018,11,-2,1005,17,300,73,Overcast
12:00,18:00,zaterdag,13,januari,2018,1,-4,1017,18,300,51,Sunny
18:00,00:00,zaterdag,13,januari,2018,-4,-7,1026,15,300,49,Clear
00:00,06:00,zondag,14,januari,2018,-8,-9,1032,11,300,54,Clear
06:00,12:00,zondag,14,januari,2018,-6,-9,1036,10,0,46,Sunny
12:00,18:00,zondag,14,januari,2018,-4,-6,1037,15,50,32,Sunny
18:00,00:00,zondag,14,januari,2018,-7,-9,1038,14,40,44,Clear
00:00,06:00,maandag,15,januari,2018,-8,-9,1038,13,20,54,Clear
06:00,12:00,maandag,15,januari,2018,-3,-8,1038,14,60,62,Sunny
12:00,18:00,maandag,15,januari,2018,-1,-3,1034,15,80,60,Light snow
12:00,18:00,maandag,15,januari,2018,-1,-3,1034,15,80,60,Sunny
18:00,00:00,maandag,15,januari,2018,-3,-4,1033,9,0,73,Clear
00:00,06:00,dinsdag,16,januari,2018,-3,-4,1033,6,0,77,Overcast
06:00,12:00,dinsdag,16,januari,2018,1,-3,1033,6,0,78,Mostly cloudy
12:00,18:00,dinsdag,16,januari,2018,2,1,1030,6,70,73,Overcast
18:00,00:00,dinsdag,16,januari,2018,2,1,1029,6,40,81,Overcast
00:00,06:00,woensdag,17,januari,2018,2,2,1026,9,50,89,Low clouds
06:00,12:00,woensdag,17,januari,2018,2,0,1025,6,300,95,Fog
12:00,18:00,woensdag,17,januari,2018,1,-2,1022,11,310,83,Fog
18:00,00:00,woensdag,17,januari,2018,-2,-6,1022,14,300,61,Overcast
00:00,06:00,donderdag,18,januari,2018,-6,-7,1019,11,300,62,Clear
06:00,12:00,donderdag,18,januari,2018,-2,-7,1017,14,300,50,Sunny
12:00,18:00,donderdag,18,januari,2018,0,-1,1014,14,310,40,Sunny
18:00,00:00,donderdag,18,januari,2018,-1,-3,1018,10,0,52,Clear
00:00,06:00,vrijdag,19,januari,2018,-4,-4,1018,7,0,58,Clear
06:00,12:00,vrijdag,19,januari,2018,1,-2,1018,6,0,48,Sunny
12:00,18:00,vrijdag,19,januari,2018,3,1,1015,8,0,44,Sunny
18:00,00:00,vrijdag,19,januari,2018,5,3,1015,11,250,43,Clear
00:00,06:00,zaterdag,20,januari,2018,4,3,1012,15,250,45,Clear
06:00,12:00,zaterdag,20,januari,2018,10,4,1012,12,250,44,Sunny
12:00,18:00,zaterdag,20,januari,2018,11,8,1012,10,270,39,Sunny
18:00,00:00,zaterdag,20,januari,2018,8,7,1016,8,260,48,Clear
00:00,06:00,zondag,21,januari,2018,7,6,1018,6,270,53,Clear
06:00,12:00,zondag,21,januari,2018,8,6,1021,8,270,53,Sunny
12:00,18:00,zondag,21,januari,2018,10,9,1021,3,0,46,Sunny
18:00,00:00,zondag,21,januari,2018,10,9,1022,0,0,56,Overcast
00:00,06:00,maandag,22,januari,2018,8,6,1021,4,60,77,Overcast
06:00,12:00,maandag,22,januari,2018,8,6,1022,6,70,77,Overcast
12:00,18:00,maandag,22,januari,2018,8,6,1021,12,70,83,Fog
18:00,00:00,maandag,22,januari,2018,5,3,1020,11,0,94,Fog
00:00,06:00,dinsdag,23,januari,2018,6,3,1014,5,70,96,Fog
06:00,12:00,dinsdag,23,januari,2018,13,6,1006,11,150,96,Light rain
06:00,12:00,dinsdag,23,januari,2018,13,6,1006,11,150,96,Fog
12:00,18:00,dinsdag,23,januari,2018,16,11,1001,7,280,74,Mostly cloudy
18:00,00:00,dinsdag,23,januari,2018,11,7,1006,18,280,51,Clear
00:00,06:00,woensdag,24,januari,2018,7,6,1008,11,0,57,Clear
06:00,12:00,woensdag,24,januari,2018,6,4,1013,16,290,51,Overcast
12:00,18:00,woensdag,24,januari,2018,5,1,1016,15,300,48,Partly sunny
18:00,00:00,woensdag,24,januari,2018,1,-3,1020,16,300,50,Clear
00:00,06:00,donderdag,25,januari,2018,-4,-5,1023,10,0,55,Clear
06:00,12:00,donderdag,25,januari,2018,-1,-4,1028,14,310,45,Sunny
12:00,18:00,donderdag,25,januari,2018,1,0,1030,14,0,23,Sunny
18:00,00:00,donderdag,25,januari,2018,-1,-2,1034,7,0,27,Passing clouds
00:00,06:00,vrijdag,26,januari,2018,-2,-3,1037,5,0,32,Clear
06:00,12:00,vrijdag,26,januari,2018,1,-3,1040,3,0,34,Sunny
12:00,18:00,vrijdag,26,januari,2018,3,1,1037,9,250,35,Sunny
18:00,00:00,vrijdag,26,januari,2018,2,1,1037,3,170,58,Clear
00:00,06:00,zaterdag,27,januari,2018,3,2,1034,7,0,68,Clear
06:00,12:00,zaterdag,27,januari,2018,8,3,1032,6,0,60,Sunny
12:00,18:00,zaterdag,27,januari,2018,13,11,1026,13,0,45,Sunny
18:00,00:00,zaterdag,27,januari,2018,13,13,1025,11,0,57,Clear
00:00,06:00,zondag,28,januari,2018,13,10,1023,11,260,81,Mostly cloudy
06:00,12:00,zondag,28,januari,2018,10,9,1025,5,270,91,Mostly cloudy
12:00,18:00,zondag,28,januari,2018,10,9,1023,2,280,69,Overcast
18:00,00:00,zondag,28,januari,2018,9,8,1024,7,0,62,Passing clouds
00:00,06:00,maandag,29,januari,2018,8,5,1023,12,40,60,Clear
06:00,12:00,maandag,29,januari,2018,6,5,1023,15,40,51,Sunny
12:00,18:00,maandag,29,januari,2018,6,6,1019,16,70,54,Overcast
18:00,00:00,maandag,29,januari,2018,4,2,1017,16,70,63,Mostly cloudy
00:00,06:00,dinsdag,30,januari,2018,1,-1,1016,11,10,88,Light snow
00:00,06:00,dinsdag,30,januari,2018,1,-1,1016,11,10,88,Ice fog
06:00,12:00,dinsdag,30,januari,2018,1,-1,1015,8,0,87,Ice fog
12:00,18:00,dinsdag,30,januari,2018,2,-1,1015,15,300,61,Broken clouds
18:00,00:00,dinsdag,30,januari,2018,-2,-4,1020,17,300,52,Clear
00:00,06:00,woensdag,31,januari,2018,-5,-8,1023,14,300,54,Clear
06:00,12:00,woensdag,31,januari,2018,-3,-8,1025,8,280,48,Sunny
12:00,18:00,woensdag,31,januari,2018,0,-2,1021,6,0,36,Sunny
18:00,00:00,woensdag,31,januari,2018,0,0,1018,11,0,46,Clear
