time_stamp,time_duration,day_in_week,day_in_month,month,year,temp_h,temp_l,baro,wind,wd,hum,weather
00:00,06:00,zondag,1,december,2013,4,2,1026,3,300,67,Mostly cloudy
06:00,12:00,zondag,1,december,2013,8,3,1023,2,70,65,Sunny
12:00,18:00,zondag,1,december,2013,9,8,1018,4,270,48,Overcast
18:00,00:00,zondag,1,december,2013,9,7,1017,3,280,50,Overcast
00:00,06:00,maandag,2,december,2013,7,6,1015,3,300,56,Passing clouds
06:00,12:00,maandag,2,december,2013,9,6,1015,5,60,68,Overcast
12:00,18:00,maandag,2,december,2013,9,7,1013,5,60,68,Partly sunny
18:00,00:00,maandag,2,december,2013,7,5,1013,7,60,78,Clear
00:00,06:00,dinsdag,3,december,2013,6,4,1012,4,20,82,Overcast
06:00,12:00,dinsdag,3,december,2013,9,3,1013,4,300,71,Sunny
12:00,18:00,dinsdag,3,december,2013,12,11,1013,6,290,48,Sunny
18:00,00:00,dinsdag,3,december,2013,10,6,1015,6,50,65,Clear
00:00,06:00,woensdag,4,december,2013,6,6,1017,5,40,73,Clear
06:00,12:00,woensdag,4,december,2013,9,5,1019,3,0,65,Sunny
12:00,18:00,woensdag,4,december,2013,11,9,1019,3,160,59,Overcast
18:00,00:00,woensdag,4,december,2013,10,9,1020,7,80,69,Overcast
00:00,06:00,donderdag,5,december,2013,10,9,1020,4,80,85,Fog
06:00,12:00,donderdag,5,december,2013,14,10,1019,3,60,87,Fog
12:00,18:00,donderdag,5,december,2013,16,14,1016,4,180,78,Overcast
18:00,00:00,donderdag,5,december,2013,16,14,1015,2,160,85,Overcast
00:00,06:00,vrijdag,6,december,2013,16,14,1012,3,0,89,Fog
06:00,12:00,vrijdag,6,december,2013,12,8,1016,10,30,85,Light rain
06:00,12:00,vrijdag,6,december,2013,12,8,1016,10,30,85,Mostly cloudy
12:00,18:00,vrijdag,6,december,2013,7,7,1017,8,0,85,Overcast
18:00,00:00,vrijdag,6,december,2013,6,3,1020,14,50,84,Light rain
18:00,00:00,vrijdag,6,december,2013,6,3,1020,14,50,84,Mostly cloudy
00:00,06:00,zaterdag,7,december,2013,2,2,1021,6,0,85,Overcast
06:00,12:00,zaterdag,7,december,2013,4,3,1026,7,0,69,Sunny
12:00,18:00,zaterdag,7,december,2013,5,3,1027,11,0,47,Sunny
18:00,00:00,zaterdag,7,december,2013,3,0,1032,11,300,44,Clear
00:00,06:00,zondag,8,december,2013,-1,-2,1034,7,0,50,Clear
06:00,12:00,zondag,8,december,2013,0,-2,1035,10,60,50,Sunny
12:00,18:00,zondag,8,december,2013,1,-1,1034,10,0,63,Light snow
12:00,18:00,zondag,8,december,2013,1,-1,1034,10,0,63,Mostly cloudy
18:00,00:00,zondag,8,december,2013,0,-1,1031,11,0,83,Low clouds
00:00,06:00,maandag,9,december,2013,2,0,878,14,70,90,Light freezing rain
00:00,06:00,maandag,9,december,2013,2,0,878,14,70,90,Ice fog
06:00,12:00,maandag,9,december,2013,2,1,1020,12,50,90,Fog
12:00,18:00,maandag,9,december,2013,4,3,1015,8,0,87,Fog
18:00,00:00,maandag,9,december,2013,3,3,1016,8,0,82,Clear
00:00,06:00,dinsdag,10,december,2013,3,2,1015,7,250,77,Clear
06:00,12:00,dinsdag,10,december,2013,3,1,1015,7,0,85,Light snow
06:00,12:00,dinsdag,10,december,2013,3,1,1015,7,0,85,Fog
12:00,18:00,dinsdag,10,december,2013,2,1,1013,12,280,79,Light snow
12:00,18:00,dinsdag,10,december,2013,2,1,1013,12,280,79,Fog
18:00,00:00,dinsdag,10,december,2013,1,-1,1018,13,270,61,Clear
00:00,06:00,woensdag,11,december,2013,-2,-3,1023,9,0,52,Clear
06:00,12:00,woensdag,11,december,2013,-1,-3,1026,12,250,51,Sunny
12:00,18:00,woensdag,11,december,2013,1,-1,1023,10,0,46,Sunny
18:00,00:00,woensdag,11,december,2013,0,-1,1023,12,260,50,Clear
