time_stamp,time_duration,day_in_week,day_in_month,month,year,temp_h,temp_l,baro,wind,wd,hum,weather
00:00,06:00,vrijdag,1,januari,2010,1,1,1015,0,0,97,Fog
06:00,12:00,vrijdag,1,januari,2010,3,1,1013,6,0,89,Fog
12:00,18:00,vrijdag,1,januari,2010,4,3,1010,5,0,73,Overcast
18:00,00:00,vrijdag,1,januari,2010,4,1,1008,9,0,74,Overcast
00:00,06:00,zaterdag,2,januari,2010,0,-2,1006,17,280,73,Mostly cloudy
06:00,12:00,zaterdag,2,januari,2010,-2,-3,1005,20,290,65,Overcast
12:00,18:00,zaterdag,2,januari,2010,-3,-6,1004,21,290,53,Overcast
18:00,00:00,zaterdag,2,januari,2010,-7,-8,1005,24,280,55,Clear
00:00,06:00,zondag,3,januari,2010,-8,-8,1001,24,280,55,Clear
06:00,12:00,zondag,3,januari,2010,-6,-8,998,23,280,54,Mostly cloudy
12:00,18:00,zondag,3,januari,2010,-6,-7,1000,25,300,62,More clouds than sun
18:00,00:00,zondag,3,januari,2010,-6,-7,1003,19,290,55,Mostly cloudy
00:00,06:00,maandag,4,januari,2010,-7,-7,1005,18,270,60,Clear
06:00,12:00,maandag,4,januari,2010,-3,-7,1006,18,280,57,Passing clouds
12:00,18:00,maandag,4,januari,2010,-1,-3,1005,16,300,49,Sunny
18:00,00:00,maandag,4,januari,2010,-4,-6,1007,16,290,58,Clear
00:00,06:00,dinsdag,5,januari,2010,-6,-6,1007,13,0,61,Mostly cloudy
06:00,12:00,dinsdag,5,januari,2010,-2,-6,1007,16,290,60,Sunny
12:00,18:00,dinsdag,5,januari,2010,-1,-2,1005,17,300,51,Sunny
18:00,00:00,dinsdag,5,januari,2010,-3,-3,1006,17,290,55,Overcast
00:00,06:00,woensdag,6,januari,2010,-3,-3,1005,12,0,58,Mostly cloudy
06:00,12:00,woensdag,6,januari,2010,-1,-3,1006,18,290,56,Sunny
12:00,18:00,woensdag,6,januari,2010,1,-1,1006,16,290,49,Sunny
18:00,00:00,woensdag,6,januari,2010,-1,-2,1008,17,290,63,Overcast
00:00,06:00,donderdag,7,januari,2010,-1,-1,1009,14,280,67,Overcast
06:00,12:00,donderdag,7,januari,2010,2,-1,1012,17,280,64,Sunny
12:00,18:00,donderdag,7,januari,2010,3,2,1011,16,280,56,Sunny
18:00,00:00,donderdag,7,januari,2010,1,1,1011,10,0,62,Passing clouds
00:00,06:00,vrijdag,8,januari,2010,1,-2,1009,7,250,73,Light snow
00:00,06:00,vrijdag,8,januari,2010,1,-2,1009,7,250,73,Ice fog
06:00,12:00,vrijdag,8,januari,2010,-1,-2,1007,7,0,82,Light snow
06:00,12:00,vrijdag,8,januari,2010,-1,-2,1007,7,0,82,Ice fog
12:00,18:00,vrijdag,8,januari,2010,1,-2,1006,15,270,66,More clouds than sun
18:00,00:00,vrijdag,8,januari,2010,-3,-5,1011,22,300,56,Clear
00:00,06:00,zaterdag,9,januari,2010,-6,-7,1014,15,290,61,Clear
06:00,12:00,zaterdag,9,januari,2010,-3,-7,1017,16,290,53,Sunny
12:00,18:00,zaterdag,9,januari,2010,-1,-3,1018,14,300,33,Sunny
18:00,00:00,zaterdag,9,januari,2010,-4,-8,1021,11,0,39,Clear
00:00,06:00,zondag,10,januari,2010,-8,-10,1023,9,0,50,Clear
06:00,12:00,zondag,10,januari,2010,-5,-10,1025,10,0,47,Sunny
12:00,18:00,zondag,10,januari,2010,-2,-3,1023,15,290,32,Sunny
18:00,00:00,zondag,10,januari,2010,-3,-4,1023,11,270,43,Clear
00:00,06:00,maandag,11,januari,2010,-4,-6,1021,12,280,55,Clear
06:00,12:00,maandag,11,januari,2010,-2,-6,1021,12,280,52,Sunny
12:00,18:00,maandag,11,januari,2010,-1,-1,1018,13,260,41,Sunny
18:00,00:00,maandag,11,januari,2010,-1,-1,1019,10,0,46,Passing clouds
00:00,06:00,dinsdag,12,januari,2010,-1,-2,1018,12,260,51,Overcast
06:00,12:00,dinsdag,12,januari,2010,0,-2,1018,14,300,58,Partly sunny
12:00,18:00,dinsdag,12,januari,2010,1,-1,1016,16,290,51,Sunny
18:00,00:00,dinsdag,12,januari,2010,-2,-4,1019,18,290,52,Clear
00:00,06:00,woensdag,13,januari,2010,-4,-4,1021,18,290,54,Clear
06:00,12:00,woensdag,13,januari,2010,-1,-4,1023,15,300,55,Partly sunny
12:00,18:00,woensdag,13,januari,2010,2,0,1020,10,260,49,Sunny
18:00,00:00,woensdag,13,januari,2010,1,1,1021,8,250,54,Clear
00:00,06:00,donderdag,14,januari,2010,0,-1,1022,9,0,59,Clear
06:00,12:00,donderdag,14,januari,2010,3,-1,1024,1,270,56,Sunny
12:00,18:00,donderdag,14,januari,2010,5,3,1023,6,170,45,Sunny
18:00,00:00,donderdag,14,januari,2010,3,2,1023,6,0,56,Clear
00:00,06:00,vrijdag,15,januari,2010,3,3,1020,11,0,50,Clear
06:00,12:00,vrijdag,15,januari,2010,7,3,1020,10,0,46,Overcast
12:00,18:00,vrijdag,15,januari,2010,9,7,1019,15,280,48,Sunny
18:00,00:00,vrijdag,15,januari,2010,7,5,1022,15,290,56,Overcast
00:00,06:00,zaterdag,16,januari,2010,4,4,1022,9,0,62,Overcast
06:00,12:00,zaterdag,16,januari,2010,7,3,1022,14,270,58,Sunny
12:00,18:00,zaterdag,16,januari,2010,9,7,1019,12,280,47,Sunny
18:00,00:00,zaterdag,16,januari,2010,9,7,1020,6,270,54,Clear
00:00,06:00,zondag,17,januari,2010,7,3,1019,6,260,68,Clear
06:00,12:00,zondag,17,januari,2010,3,2,1019,15,70,73,Sunny
12:00,18:00,zondag,17,januari,2010,3,2,1012,3,60,95,Rain
12:00,18:00,zondag,17,januari,2010,3,2,1012,3,60,95,Fog
18:00,00:00,zondag,17,januari,2010,4,3,1004,0,0,94,Light rain
18:00,00:00,zondag,17,januari,2010,4,3,1004,0,0,94,Fog
00:00,06:00,maandag,18,januari,2010,4,3,1000,0,0,93,Overcast
06:00,12:00,maandag,18,januari,2010,8,3,1006,0,0,72,Overcast
12:00,18:00,maandag,18,januari,2010,10,8,1009,0,0,59,Sunny
18:00,00:00,maandag,18,januari,2010,8,7,1013,0,0,66,Overcast
00:00,06:00,dinsdag,19,januari,2010,7,6,1013,0,0,73,Overcast
06:00,12:00,dinsdag,19,januari,2010,8,5,1013,1,270,72,Overcast
12:00,18:00,dinsdag,19,januari,2010,9,7,1010,7,270,65,Mostly cloudy
18:00,00:00,dinsdag,19,januari,2010,7,4,1011,9,0,70,Overcast
00:00,06:00,woensdag,20,januari,2010,3,2,1012,7,270,73,Clear
06:00,12:00,woensdag,20,januari,2010,2,2,1013,9,280,69,Sunny
12:00,18:00,woensdag,20,januari,2010,5,3,1014,17,290,48,Passing clouds
18:00,00:00,woensdag,20,januari,2010,3,1,1017,6,0,62,Clear
00:00,06:00,donderdag,21,januari,2010,1,-1,1020,6,0,68,Clear
06:00,12:00,donderdag,21,januari,2010,3,-1,1024,8,0,59,Sunny
12:00,18:00,donderdag,21,januari,2010,5,3,1021,4,0,42,Sunny
18:00,00:00,donderdag,21,januari,2010,3,2,1021,2,20,55,Clear
00:00,06:00,vrijdag,22,januari,2010,3,1,1016,12,0,54,Clear
06:00,12:00,vrijdag,22,januari,2010,4,1,1014,11,40,49,Sunny
12:00,18:00,vrijdag,22,januari,2010,7,4,1013,9,0,37,Sunny
18:00,00:00,vrijdag,22,januari,2010,4,1,1018,10,0,53,Clear
00:00,06:00,zaterdag,23,januari,2010,0,-2,1021,8,0,65,Clear
06:00,12:00,zaterdag,23,januari,2010,2,-2,1025,7,0,64,Sunny
12:00,18:00,zaterdag,23,januari,2010,4,3,1024,3,20,38,Sunny
18:00,00:00,zaterdag,23,januari,2010,3,1,1025,2,150,50,Clear
00:00,06:00,zondag,24,januari,2010,3,1,1024,6,240,71,Clear
06:00,12:00,zondag,24,januari,2010,3,3,1022,8,0,78,Overcast
12:00,18:00,zondag,24,januari,2010,6,4,1017,1,50,91,Fog
18:00,00:00,zondag,24,januari,2010,10,6,1014,0,0,90,Overcast
00:00,06:00,maandag,25,januari,2010,12,10,1008,0,0,88,Overcast
06:00,12:00,maandag,25,januari,2010,12,12,999,0,0,94,Rain
06:00,12:00,maandag,25,januari,2010,12,12,999,0,0,94,Fog
12:00,18:00,maandag,25,januari,2010,14,13,991,8,160,93,Light rain
12:00,18:00,maandag,25,januari,2010,14,13,991,8,160,93,Mostly cloudy
18:00,00:00,maandag,25,januari,2010,12,9,995,10,0,71,Passing clouds
00:00,06:00,dinsdag,26,januari,2010,8,5,999,11,0,59,Mostly cloudy
06:00,12:00,dinsdag,26,januari,2010,6,4,1003,15,240,55,Sunny
12:00,18:00,dinsdag,26,januari,2010,6,4,1005,18,240,44,Partly sunny
18:00,00:00,dinsdag,26,januari,2010,4,2,1010,13,260,48,Clear
00:00,06:00,woensdag,27,januari,2010,1,-1,1013,11,260,56,Clear
06:00,12:00,woensdag,27,januari,2010,3,-1,1017,13,270,54,Sunny
12:00,18:00,woensdag,27,januari,2010,3,2,1018,15,270,46,Overcast
18:00,00:00,woensdag,27,januari,2010,1,1,1021,6,0,53,Clear
00:00,06:00,donderdag,28,januari,2010,1,1,1020,5,250,51,Clear
06:00,12:00,donderdag,28,januari,2010,2,-1,1017,13,240,84,Light snow
06:00,12:00,donderdag,28,januari,2010,2,-1,1017,13,240,84,Fog
12:00,18:00,donderdag,28,januari,2010,5,3,1011,16,0,57,Scattered clouds
18:00,00:00,donderdag,28,januari,2010,0,-7,1019,24,270,37,Clear
00:00,06:00,vrijdag,29,januari,2010,-7,-8,1023,21,290,42,Clear
06:00,12:00,vrijdag,29,januari,2010,-7,-9,1025,23,290,41,Sunny
12:00,18:00,vrijdag,29,januari,2010,-5,-6,1023,18,280,35,Sunny
18:00,00:00,vrijdag,29,januari,2010,-6,-9,1025,13,280,44,Clear
00:00,06:00,zaterdag,30,januari,2010,-9,-9,1025,15,300,46,Clear
06:00,12:00,zaterdag,30,januari,2010,-8,-11,1024,13,0,41,Sunny
12:00,18:00,zaterdag,30,januari,2010,-7,-8,1020,14,10,40,Passing clouds
18:00,00:00,zaterdag,30,januari,2010,-7,-8,1017,15,0,47,Overcast
00:00,06:00,zondag,31,januari,2010,-8,-9,1016,12,0,47,Clear
06:00,12:00,zondag,31,januari,2010,-6,-10,1019,8,0,46,Sunny
12:00,18:00,zondag,31,januari,2010,-1,-4,1018,11,0,32,Sunny
18:00,00:00,zondag,31,januari,2010,-2,-3,1019,9,0,34,Clear
